dataset	dist_bin	dist_to_tss	type	direct_rate
Xie2019	(3e+05,3.5e+05]	324600.8793103448	direct_rate_positive	0
Xie2019	(3.5e+05,4e+05]	375713.7663551402	direct_rate_all	0.0031128347937655803
Xie2019	(3.5e+05,4e+05]	375713.7663551402	direct_rate_negative	0
Xie2019	(3.5e+05,4e+05]	375713.7663551402	direct_rate_positive	0.00389286599501363
Xie2019	(4e+05,4.5e+05]	423678.3697916667	direct_rate_all	0.00885660426417056
Xie2019	(4e+05,4.5e+05]	423678.3697916667	direct_rate_negative	0.00963663546541861
Xie2019	(4e+05,4.5e+05]	423678.3697916667	direct_rate_positive	0
Xie2019	(4.5e+05,5e+05]	475317.9791666667	direct_rate_all	0
Xie2019	(4.5e+05,5e+05]	475317.9791666667	direct_rate_negative	0
Xie2019	(4.5e+05,5e+05]	475317.9791666667	direct_rate_positive	0
Xie2019	(5e+05,5.5e+05]	523138.8350515464	direct_rate_all	0.00874921594801936
Xie2019	(5e+05,5.5e+05]	523138.8350515464	direct_rate_negative	0.00437460797400968
Xie2019	(5e+05,5.5e+05]	523138.8350515464	direct_rate_positive	0.00437460797400968
Xie2019	(5.5e+05,6e+05]	574555.2285714286	direct_rate_all	0
Xie2019	(5.5e+05,6e+05]	574555.2285714286	direct_rate_negative	0
Xie2019	(5.5e+05,6e+05]	574555.2285714286	direct_rate_positive	0
Xie2019	(6e+05,6.5e+05]	626212.3095238095	direct_rate_all	0
Xie2019	(6e+05,6.5e+05]	626212.3095238095	direct_rate_negative	0
Xie2019	(6e+05,6.5e+05]	626212.3095238095	direct_rate_positive	0
Xie2019	(6.5e+05,7e+05]	674015.5167464114	direct_rate_all	0
Xie2019	(6.5e+05,7e+05]	674015.5167464114	direct_rate_negative	0
Xie2019	(6.5e+05,7e+05]	674015.5167464114	direct_rate_positive	0
Xie2019	(7e+05,7.5e+05]	724019.4325842697	direct_rate_all	0
Xie2019	(7e+05,7.5e+05]	724019.4325842697	direct_rate_negative	0
Xie2019	(7e+05,7.5e+05]	724019.4325842697	direct_rate_positive	0
Xie2019	(7.5e+05,8e+05]	774315.6616161616	direct_rate_all	0
Xie2019	(7.5e+05,8e+05]	774315.6616161616	direct_rate_negative	0
Xie2019	(7.5e+05,8e+05]	774315.6616161616	direct_rate_positive	0
Xie2019	(8e+05,8.5e+05]	823910.1027397261	direct_rate_all	0
Xie2019	(8e+05,8.5e+05]	823910.1027397261	direct_rate_negative	0
Xie2019	(8e+05,8.5e+05]	823910.1027397261	direct_rate_positive	0
Xie2019	(8.5e+05,9e+05]	872692.1041666666	direct_rate_all	0.0036482709308372297
Xie2019	(8.5e+05,9e+05]	872692.1041666666	direct_rate_negative	0
Xie2019	(8.5e+05,9e+05]	872692.1041666666	direct_rate_positive	0.00442830213208528
Xie2019	(9e+05,9.5e+05]	926140.317948718	direct_rate_all	0
Xie2019	(9e+05,9.5e+05]	926140.317948718	direct_rate_negative	0
Xie2019	(9e+05,9.5e+05]	926140.317948718	direct_rate_positive	0
Xie2019	(9.5e+05,1e+06]	975380.0943396228	direct_rate_all	0.00472924577360452
Xie2019	(9.5e+05,1e+06]	975380.0943396228	direct_rate_negative	0.00550927697485257
Xie2019	(9.5e+05,1e+06]	975380.0943396228	direct_rate_positive	0
Morris2023_v1	[0,5e+04]	23968.2	direct_rate_all	0.19505494505494508
Morris2023_v1	[0,5e+04]	23968.2	direct_rate_negative	0.17271062271062276
Morris2023_v1	[0,5e+04]	23968.2	direct_rate_positive	0.022344322344322348
Morris2023_v1	(5e+04,1e+05]	72331.25	direct_rate_all	0.13095238095238093
Morris2023_v1	(5e+04,1e+05]	72331.25	direct_rate_negative	0.1380952380952381
Morris2023_v1	(5e+04,1e+05]	72331.25	direct_rate_positive	0
Morris2023_v1	(1e+05,1.5e+05]	125249.92307692308	direct_rate_all	0.0027472527472527444
Morris2023_v1	(1e+05,1.5e+05]	125249.92307692308	direct_rate_negative	0.007326007326007328
Morris2023_v1	(1e+05,1.5e+05]	125249.92307692308	direct_rate_positive	0
Morris2023_v1	(1.5e+05,2e+05]	171664.2142857143	direct_rate_all	0
Morris2023_v1	(1.5e+05,2e+05]	171664.2142857143	direct_rate_negative	0.005952380952380949
Morris2023_v1	(1.5e+05,2e+05]	171664.2142857143	direct_rate_positive	0
Morris2023_v1	(2e+05,2.5e+05]	220302.67346938775	direct_rate_all	0
Morris2023_v1	(2e+05,2.5e+05]	220302.67346938775	direct_rate_negative	0
Morris2023_v1	(2e+05,2.5e+05]	220302.67346938775	direct_rate_positive	0
Morris2023_v1	(2.5e+05,3e+05]	277688.1929824561	direct_rate_all	0
Morris2023_v1	(2.5e+05,3e+05]	277688.1929824561	direct_rate_negative	0
Morris2023_v1	(2.5e+05,3e+05]	277688.1929824561	direct_rate_positive	0
Morris2023_v1	(3e+05,3.5e+05]	325379.94545454544	direct_rate_all	0.01883116883116883
Morris2023_v1	(3e+05,3.5e+05]	325379.94545454544	direct_rate_negative	0
Morris2023_v1	(3e+05,3.5e+05]	325379.94545454544	direct_rate_positive	0.03073593073593074
Morris2023_v1	(3.5e+05,4e+05]	371774.2745098039	direct_rate_all	0
Morris2023_v1	(3.5e+05,4e+05]	371774.2745098039	direct_rate_negative	0
Morris2023_v1	(3.5e+05,4e+05]	371774.2745098039	direct_rate_positive	0
Morris2023_v1	(4e+05,4.5e+05]	426596.2571428571	direct_rate_all	0
Morris2023_v1	(4e+05,4.5e+05]	426596.2571428571	direct_rate_negative	0
Morris2023_v1	(4e+05,4.5e+05]	426596.2571428571	direct_rate_positive	0.004761904761904769
Morris2023_v1	(4.5e+05,5e+05]	472033.65789473685	direct_rate_all	0
Morris2023_v1	(4.5e+05,5e+05]	472033.65789473685	direct_rate_negative	0
Morris2023_v1	(4.5e+05,5e+05]	472033.65789473685	direct_rate_positive	0
Morris2023_v1	(5e+05,5.5e+05]	526676.0714285715	direct_rate_all	0
Morris2023_v1	(5e+05,5.5e+05]	526676.0714285715	direct_rate_negative	0
Morris2023_v1	(5e+05,5.5e+05]	526676.0714285715	direct_rate_positive	0
Morris2023_v1	(5.5e+05,6e+05]	573974.15	direct_rate_all	0
Morris2023_v1	(5.5e+05,6e+05]	573974.15	direct_rate_negative	0
Morris2023_v1	(5.5e+05,6e+05]	573974.15	direct_rate_positive	0
Morris2023_v1	(6e+05,6.5e+05]	622330.5294117647	direct_rate_all	0
Morris2023_v1	(6e+05,6.5e+05]	622330.5294117647	direct_rate_negative	0.01750700280112045
Morris2023_v1	(6e+05,6.5e+05]	622330.5294117647	direct_rate_positive	0
Morris2023_v1	(6.5e+05,7e+05]	676855.2592592592	direct_rate_all	0.0013227513227513157
Morris2023_v1	(6.5e+05,7e+05]	676855.2592592592	direct_rate_negative	0
Morris2023_v1	(6.5e+05,7e+05]	676855.2592592592	direct_rate_positive	0.013227513227513227
Morris2023_v1	(7e+05,7.5e+05]	729931.3333333334	direct_rate_all	0
Morris2023_v1	(7e+05,7.5e+05]	729931.3333333334	direct_rate_negative	0
Morris2023_v1	(7e+05,7.5e+05]	729931.3333333334	direct_rate_positive	0.003968253968253968
Morris2023_v1	(7.5e+05,8e+05]	776732.9285714285	direct_rate_all	0
Morris2023_v1	(7.5e+05,8e+05]	776732.9285714285	direct_rate_negative	0
Morris2023_v1	(7.5e+05,8e+05]	776732.9285714285	direct_rate_positive	0
Morris2023_v1	(8e+05,8.5e+05]	823438.282051282	direct_rate_all	0
Morris2023_v1	(8e+05,8.5e+05]	823438.282051282	direct_rate_negative	0
Morris2023_v1	(8e+05,8.5e+05]	823438.282051282	direct_rate_positive	0
Morris2023_v1	(8.5e+05,9e+05]	874204.46875	direct_rate_all	0
Morris2023_v1	(8.5e+05,9e+05]	874204.46875	direct_rate_negative	0.0193452380952381
Morris2023_v1	(8.5e+05,9e+05]	874204.46875	direct_rate_positive	0
Morris2023_v1	(9e+05,9.5e+05]	922833.8979591836	direct_rate_all	0
Morris2023_v1	(9e+05,9.5e+05]	922833.8979591836	direct_rate_negative	0
Morris2023_v1	(9e+05,9.5e+05]	922833.8979591836	direct_rate_positive	0
Morris2023_v1	(9.5e+05,1e+06]	976009.2424242424	direct_rate_all	0
Morris2023_v1	(9.5e+05,1e+06]	976009.2424242424	direct_rate_negative	0
Morris2023_v1	(9.5e+05,1e+06]	976009.2424242424	direct_rate_positive	0
Morris2023_v2	[0,5e+04]	23455.274647887323	direct_rate_all	0.11507793862945655
Morris2023_v2	[0,5e+04]	23455.274647887323	direct_rate_negative	0.10803568510832978
Morris2023_v2	[0,5e+04]	23455.274647887323	direct_rate_positive	0.00704225352112676
Morris2023_v2	(5e+04,1e+05]	73602.55194805194	direct_rate_all	0.02782716123783409
Morris2023_v2	(5e+04,1e+05]	73602.55194805194	direct_rate_negative	0.02782716123783409
Morris2023_v2	(5e+04,1e+05]	73602.55194805194	direct_rate_positive	0
Morris2023_v2	(1e+05,1.5e+05]	125212.54929577465	direct_rate_all	0.037613149897062194
Morris2023_v2	(1e+05,1.5e+05]	125212.54929577465	direct_rate_negative	0.037613149897062194
Morris2023_v2	(1e+05,1.5e+05]	125212.54929577465	direct_rate_positive	0
Morris2023_v2	(1.5e+05,2e+05]	176579.61744966442	direct_rate_all	0
Morris2023_v2	(1.5e+05,2e+05]	176579.61744966442	direct_rate_negative	0
Morris2023_v2	(1.5e+05,2e+05]	176579.61744966442	direct_rate_positive	0
