dataset	dist_bin	dist_to_tss	type	direct_rate
Morris2023_v2	(2e+05,2.5e+05]	225028.15753424657	direct_rate_all	0
Morris2023_v2	(2e+05,2.5e+05]	225028.15753424657	direct_rate_negative	0
Morris2023_v2	(2e+05,2.5e+05]	225028.15753424657	direct_rate_positive	0
Morris2023_v2	(2.5e+05,3e+05]	271893.45112781954	direct_rate_all	0.0028784257627828304
Morris2023_v2	(2.5e+05,3e+05]	271893.45112781954	direct_rate_negative	0.0028784257627828304
Morris2023_v2	(2.5e+05,3e+05]	271893.45112781954	direct_rate_positive	0
Morris2023_v2	(3e+05,3.5e+05]	323491.6902654867	direct_rate_all	0.004209186292425521
Morris2023_v2	(3e+05,3.5e+05]	323491.6902654867	direct_rate_negative	0
Morris2023_v2	(3e+05,3.5e+05]	323491.6902654867	direct_rate_positive	0.00884955752212389
Morris2023_v2	(3.5e+05,4e+05]	373614.8769230769	direct_rate_all	0
Morris2023_v2	(3.5e+05,4e+05]	373614.8769230769	direct_rate_negative	0
Morris2023_v2	(3.5e+05,4e+05]	373614.8769230769	direct_rate_positive	0
Morris2023_v2	(4e+05,4.5e+05]	424309.80451127817	direct_rate_all	0.0028784257627828304
Morris2023_v2	(4e+05,4.5e+05]	424309.80451127817	direct_rate_negative	0.0028784257627828304
Morris2023_v2	(4e+05,4.5e+05]	424309.80451127817	direct_rate_positive	0
Morris2023_v2	(4.5e+05,5e+05]	473385.74528301886	direct_rate_all	0
Morris2023_v2	(4.5e+05,5e+05]	473385.74528301886	direct_rate_negative	0
Morris2023_v2	(4.5e+05,5e+05]	473385.74528301886	direct_rate_positive	0
Morris2023_v2	(5e+05,5.5e+05]	523458.3228346457	direct_rate_all	0
Morris2023_v2	(5e+05,5.5e+05]	523458.3228346457	direct_rate_negative	0
Morris2023_v2	(5e+05,5.5e+05]	523458.3228346457	direct_rate_positive	0
Morris2023_v2	(5.5e+05,6e+05]	577551.6170212766	direct_rate_all	0
Morris2023_v2	(5.5e+05,6e+05]	577551.6170212766	direct_rate_negative	0
Morris2023_v2	(5.5e+05,6e+05]	577551.6170212766	direct_rate_positive	0
Morris2023_v2	(6e+05,6.5e+05]	623035.3177570093	direct_rate_all	0.004705423162824991
Morris2023_v2	(6e+05,6.5e+05]	623035.3177570093	direct_rate_negative	0.004705423162824991
Morris2023_v2	(6e+05,6.5e+05]	623035.3177570093	direct_rate_positive	0
Morris2023_v2	(6.5e+05,7e+05]	674904.3139534884	direct_rate_all	0
Morris2023_v2	(6.5e+05,7e+05]	674904.3139534884	direct_rate_negative	0
Morris2023_v2	(6.5e+05,7e+05]	674904.3139534884	direct_rate_positive	0
Morris2023_v2	(7e+05,7.5e+05]	725646.4367816092	direct_rate_all	0
Morris2023_v2	(7e+05,7.5e+05]	725646.4367816092	direct_rate_negative	0
Morris2023_v2	(7e+05,7.5e+05]	725646.4367816092	direct_rate_positive	0
Morris2023_v2	(7.5e+05,8e+05]	775024.131147541	direct_rate_all	0
Morris2023_v2	(7.5e+05,8e+05]	775024.131147541	direct_rate_negative	0
Morris2023_v2	(7.5e+05,8e+05]	775024.131147541	direct_rate_positive	0
Morris2023_v2	(8e+05,8.5e+05]	824658.2252252252	direct_rate_all	0
Morris2023_v2	(8e+05,8.5e+05]	824658.2252252252	direct_rate_negative	0
Morris2023_v2	(8e+05,8.5e+05]	824658.2252252252	direct_rate_positive	0
Morris2023_v2	(8.5e+05,9e+05]	874542.6785714285	direct_rate_all	0.007264390675063531
Morris2023_v2	(8.5e+05,9e+05]	874542.6785714285	direct_rate_negative	0
Morris2023_v2	(8.5e+05,9e+05]	874542.6785714285	direct_rate_positive	0.0119047619047619
Morris2023_v2	(9e+05,9.5e+05]	925700.1818181818	direct_rate_all	0.0054606388713117305
Morris2023_v2	(9e+05,9.5e+05]	925700.1818181818	direct_rate_negative	0.0054606388713117305
Morris2023_v2	(9e+05,9.5e+05]	925700.1818181818	direct_rate_positive	0
Morris2023_v2	(9.5e+05,1e+06]	974451.1578947369	direct_rate_all	0
Morris2023_v2	(9.5e+05,1e+06]	974451.1578947369	direct_rate_negative	0
Morris2023_v2	(9.5e+05,1e+06]	974451.1578947369	direct_rate_positive	0
Gasperini2019	[0,5e+04]	24674.66971173366	direct_rate_all	0.050800357675406
Gasperini2019	[0,5e+04]	24674.66971173366	direct_rate_negative	0.050607430310787856
Gasperini2019	[0,5e+04]	24674.66971173366	direct_rate_positive	2.0193231734213861e-4
Gasperini2019	(5e+04,1e+05]	74297.18805071997	direct_rate_all	0.011714210223746843
Gasperini2019	(5e+04,1e+05]	74297.18805071997	direct_rate_negative	0.01168855539792534
Gasperini2019	(5e+04,1e+05]	74297.18805071997	direct_rate_positive	3.4659778545511406e-5
Gasperini2019	(1e+05,1.5e+05]	124665.49644886365	direct_rate_all	0.005189521850654223
Gasperini2019	(1e+05,1.5e+05]	124665.49644886365	direct_rate_negative	0.005098385077701819
Gasperini2019	(1e+05,1.5e+05]	124665.49644886365	direct_rate_positive	1.0014172567639472e-4
Gasperini2019	(1.5e+05,2e+05]	175056.0167924069	direct_rate_all	0.003171478494237783
Gasperini2019	(1.5e+05,2e+05]	175056.0167924069	direct_rate_negative	0.0028170961295687492
Gasperini2019	(1.5e+05,2e+05]	175056.0167924069	direct_rate_positive	3.6338731739302555e-4
Gasperini2019	(2e+05,2.5e+05]	224437.76228485905	direct_rate_all	0
Gasperini2019	(2e+05,2.5e+05]	224437.76228485905	direct_rate_negative	0
Gasperini2019	(2e+05,2.5e+05]	224437.76228485905	direct_rate_positive	1.382307413003317e-4
Gasperini2019	(2.5e+05,3e+05]	274887.35349428206	direct_rate_all	5.589964569458532e-4
Gasperini2019	(2.5e+05,3e+05]	274887.35349428206	direct_rate_negative	9.239573506216193e-4
Gasperini2019	(2.5e+05,3e+05]	274887.35349428206	direct_rate_positive	0
Gasperini2019	(3e+05,3.5e+05]	324896.0505717916	direct_rate_all	0
Gasperini2019	(3e+05,3.5e+05]	324896.0505717916	direct_rate_negative	1.615685323242904e-4
Gasperini2019	(3e+05,3.5e+05]	324896.0505717916	direct_rate_positive	0
Gasperini2019	(3.5e+05,4e+05]	374820.20907194994	direct_rate_all	0.001119724555491963
Gasperini2019	(3.5e+05,4e+05]	374820.20907194994	direct_rate_negative	9.567504045890494e-4
Gasperini2019	(3.5e+05,4e+05]	374820.20907194994	direct_rate_positive	1.7197910362691136e-4
Gasperini2019	(4e+05,4.5e+05]	424930.10045297095	direct_rate_all	0.001165846851259793
Gasperini2019	(4e+05,4.5e+05]	424930.10045297095	direct_rate_negative	7.191233355803693e-4
Gasperini2019	(4e+05,4.5e+05]	424930.10045297095	direct_rate_positive	4.557284684034219e-4
Gasperini2019	(4.5e+05,5e+05]	474705.4947666195	direct_rate_all	0.001014416840153173
Gasperini2019	(4.5e+05,5e+05]	474705.4947666195	direct_rate_negative	0.001633507339928049
Gasperini2019	(4.5e+05,5e+05]	474705.4947666195	direct_rate_positive	0
Gasperini2019	(5e+05,5.5e+05]	525487.4936061382	direct_rate_all	4.5507701870299317e-4
Gasperini2019	(5e+05,5.5e+05]	525487.4936061382	direct_rate_negative	5.05824239137152e-4
Gasperini2019	(5e+05,5.5e+05]	525487.4936061382	direct_rate_positive	0
Gasperini2019	(5.5e+05,6e+05]	575024.1779176202	direct_rate_all	0
Gasperini2019	(5.5e+05,6e+05]	575024.1779176202	direct_rate_negative	2.2539169998876955e-4
Gasperini2019	(5.5e+05,6e+05]	575024.1779176202	direct_rate_positive	0
Gasperini2019	(6e+05,6.5e+05]	625472.8869318182	direct_rate_all	0
Gasperini2019	(6e+05,6.5e+05]	625472.8869318182	direct_rate_negative	0
Gasperini2019	(6e+05,6.5e+05]	625472.8869318182	direct_rate_positive	0
Gasperini2019	(6.5e+05,7e+05]	674521.5389649018	direct_rate_all	0.0014137548108330432
Gasperini2019	(6.5e+05,7e+05]	674521.5389649018	direct_rate_negative	2.4819331774653336e-4
Gasperini2019	(6.5e+05,7e+05]	674521.5389649018	direct_rate_positive	0.001174566445810512
Gasperini2019	(7e+05,7.5e+05]	725327.8335757928	direct_rate_all	0
Gasperini2019	(7e+05,7.5e+05]	725327.8335757928	direct_rate_negative	0
Gasperini2019	(7e+05,7.5e+05]	725327.8335757928	direct_rate_positive	0
Gasperini2019	(7.5e+05,8e+05]	774834.893143366	direct_rate_all	0
Gasperini2019	(7.5e+05,8e+05]	774834.893143366	direct_rate_negative	0
Gasperini2019	(7.5e+05,8e+05]	774834.893143366	direct_rate_positive	2.8038640308269275e-4
Gasperini2019	(8e+05,8.5e+05]	824411.7593759376	direct_rate_all	0
Gasperini2019	(8e+05,8.5e+05]	824411.7593759376	direct_rate_negative	0
Gasperini2019	(8e+05,8.5e+05]	824411.7593759376	direct_rate_positive	0
Gasperini2019	(8.5e+05,9e+05]	874644.3158210748	direct_rate_all	0
Gasperini2019	(8.5e+05,9e+05]	874644.3158210748	direct_rate_negative	0
Gasperini2019	(8.5e+05,9e+05]	874644.3158210748	direct_rate_positive	0
Gasperini2019	(9e+05,9.5e+05]	924604.5799168152	direct_rate_all	0
Gasperini2019	(9e+05,9.5e+05]	924604.5799168152	direct_rate_negative	0
Gasperini2019	(9e+05,9.5e+05]	924604.5799168152	direct_rate_positive	2.81180050097072e-4
Gasperini2019	(9.5e+05,1e+06]	975411.6166114956	direct_rate_all	5.388832801766433e-4
Gasperini2019	(9.5e+05,1e+06]	975411.6166114956	direct_rate_negative	5.561079960213445e-4
Gasperini2019	(9.5e+05,1e+06]	975411.6166114956	direct_rate_positive	0
