cell_type	gene	expressed
GM12878	SFRP4	TRUE
GM12878	EPDR1	TRUE
GM12878	STARD3NL	TRUE
GM12878	VPS41	TRUE
GM12878	YAE1D1	TRUE
GM12878	RALA	TRUE
GM12878	LINC00265	TRUE
GM12878	CDK13	TRUE
GM12878	MPLKIP	TRUE
GM12878	SUGCT	TRUE
GM12878	LINC01449	TRUE
GM12878	GLI3	TRUE
GM12878	C7orf25	TRUE
GM12878	PSMA2	TRUE
GM12878	MRPL32	TRUE
GM12878	HECW1	TRUE
GM12878	STK17A	TRUE
GM12878	COA1	TRUE
GM12878	BLVRA	TRUE
GM12878	MRPS24	TRUE
GM12878	URGCP-MRPS24	TRUE
GM12878	URGCP	TRUE
GM12878	UBE2D4	TRUE
GM12878	POLR2J4	TRUE
GM12878	LINC00957	TRUE
GM12878	DBNL	TRUE
GM12878	PGAM2	TRUE
GM12878	POLM	TRUE
GM12878	POLD2	TRUE
GM12878	YKT6	TRUE
GM12878	NUDCD3	TRUE
GM12878	DDX56	TRUE
GM12878	TMED4	TRUE
GM12878	OGDH	TRUE
GM12878	ZMIZ2	TRUE
GM12878	PPIA	TRUE
GM12878	H2AFV	TRUE
GM12878	PURB	TRUE
GM12878	MYO1G	TRUE
GM12878	SNHG15	TRUE
GM12878	CCM2	TRUE
GM12878	NACAD	TRUE
GM12878	TBRG4	TRUE
GM12878	PKD1L1	TRUE
GM12878	HUS1	TRUE
GM12878	C7orf57	TRUE
GM12878	UPP1	TRUE
GM12878	ZPBP	TRUE
GM12878	C7orf72	TRUE
GM12878	FIGNL1	TRUE
GM12878	SEC61G	TRUE
GM12878	ELDR	TRUE
GM12878	LANCL2	TRUE
GM12878	VOPP1	TRUE
GM12878	ZNF713	TRUE
GM12878	MRPS17	TRUE
GM12878	GBAS	TRUE
GM12878	PSPH	TRUE
GM12878	CCT6A	TRUE
GM12878	SUMF2	TRUE
GM12878	CHCHD2	TRUE
GM12878	ZNF736	TRUE
GM12878	ZNF680	TRUE
GM12878	ZNF107	TRUE
GM12878	ZNF138	TRUE
GM12878	ZNF273	TRUE
GM12878	ERV3-1	TRUE
GM12878	ZNF92	TRUE
GM12878	VKORC1L1	TRUE
GM12878	GUSB	TRUE
GM12878	ASL	TRUE
GM12878	CRCP	TRUE
GM12878	TPST1	TRUE
GM12878	GS1-124K5.4	TRUE
GM12878	KCTD7	TRUE
GM12878	RABGEF1	TRUE
GM12878	TMEM248	TRUE
GM12878	SBDS	TRUE
GM12878	TYW1	TRUE
GM12878	AUTS2	TRUE
GM12878	TYW1B	TRUE
GM12878	NSUN5	TRUE
GM12878	FZD9	TRUE
GM12878	BAZ1B	TRUE
GM12878	BCL7B	TRUE
GM12878	TBL2	TRUE
GM12878	VPS37D	TRUE
GM12878	DNAJC30	TRUE
GM12878	BUD23	TRUE
GM12878	STX1A	TRUE
GM12878	ABHD11	TRUE
GM12878	CLDN3	TRUE
GM12878	WBSCR27	TRUE
GM12878	LIMK1	TRUE
GM12878	EIF4H	TRUE
GM12878	LAT2	TRUE
GM12878	RFC2	TRUE
GM12878	CLIP2	TRUE
GM12878	GTF2IRD1	TRUE
GM12878	GTF2I	TRUE
GM12878	GTF2IRD2B	TRUE
GM12878	POM121C	TRUE
GM12878	HIP1	TRUE
GM12878	RHBDD2	TRUE
GM12878	POR	TRUE
GM12878	TMEM120A	TRUE
GM12878	STYXL1	TRUE
GM12878	MDH2	TRUE
GM12878	SRRM3	TRUE
GM12878	HSPB1	TRUE
GM12878	YWHAG	TRUE
GM12878	ZP3	TRUE
GM12878	UPK3B	TRUE
GM12878	CCDC146	TRUE
GM12878	FGL2	TRUE
GM12878	GSAP	TRUE
GM12878	PTPN12	TRUE
GM12878	APTR	TRUE
GM12878	RSBN1L	TRUE
GM12878	TMEM60	TRUE
GM12878	PHTF2	TRUE
GM12878	CD36	TRUE
GM12878	SEMA3C	TRUE
GM12878	HGF	TRUE
GM12878	CACNA2D1	TRUE
GM12878	PCLO	TRUE
GM12878	SEMA3A	TRUE
GM12878	DMTF1	TRUE
GM12878	TMEM243	TRUE
GM12878	TP53TG1	TRUE
GM12878	CROT	TRUE
GM12878	ABCB4	TRUE
GM12878	RUNDC3B	TRUE
GM12878	DBF4	TRUE
GM12878	SLC25A40	TRUE
GM12878	ADAM22	TRUE
GM12878	SRI	TRUE
GM12878	STEAP1	TRUE
GM12878	STEAP2-AS1	TRUE
GM12878	STEAP2	TRUE
GM12878	CFAP69	TRUE
GM12878	GTPBP10	TRUE
GM12878	CLDN12	TRUE
GM12878	CDK14	TRUE
GM12878	FZD1	TRUE
GM12878	MTERF1	TRUE
GM12878	AKAP9	TRUE
GM12878	CYP51A1	TRUE
GM12878	KRIT1	TRUE
GM12878	ANKIB1	TRUE
GM12878	GATAD1	TRUE
GM12878	PEX1	TRUE
GM12878	RBM48	TRUE
GM12878	FAM133B	TRUE
GM12878	CDK6	TRUE
GM12878	SAMD9	TRUE
GM12878	SAMD9L	TRUE
GM12878	VPS50	TRUE
GM12878	TFPI2	TRUE
GM12878	GNG11	TRUE
GM12878	BET1	TRUE
GM12878	CASD1	TRUE
GM12878	SGCE	TRUE
GM12878	PEG10	TRUE
GM12878	PON1	TRUE
GM12878	PON2	TRUE
GM12878	DYNC1I1	TRUE
GM12878	SLC25A13	TRUE
GM12878	SEM1	TRUE
GM12878	SDHAF3	TRUE
GM12878	ASNS	TRUE
GM12878	LMTK2	TRUE
GM12878	BHLHA15	TRUE
GM12878	TECPR1	TRUE
GM12878	BRI3	TRUE
GM12878	BAIAP2L1	TRUE
GM12878	TMEM130	TRUE
GM12878	TRRAP	TRUE
GM12878	SMURF1	TRUE
GM12878	ARPC1A	TRUE
GM12878	ARPC1B	TRUE
GM12878	PDAP1	TRUE
GM12878	BUD31	TRUE
GM12878	PTCD1	TRUE
GM12878	CPSF4	TRUE
GM12878	ATP5J2-PTCD1	TRUE
GM12878	ATP5J2	TRUE
GM12878	ZNF789	TRUE
GM12878	ZNF394	TRUE
GM12878	ZKSCAN5	TRUE
GM12878	FAM200A	TRUE
GM12878	ZNF655	TRUE
GM12878	ZSCAN25	TRUE
GM12878	TRIM4	TRUE
GM12878	GJC3	TRUE
GM12878	AZGP1	TRUE
GM12878	ZKSCAN1	TRUE
GM12878	ZSCAN21	TRUE
GM12878	ZNF3	TRUE
GM12878	COPS6	TRUE
GM12878	AP4M1	TRUE
GM12878	MCM7	TRUE
GM12878	TAF6	TRUE
GM12878	CNPY4	TRUE
GM12878	MBLAC1	TRUE
GM12878	LAMTOR4	TRUE
GM12878	C7orf43	TRUE
GM12878	GAL3ST4	TRUE
GM12878	GPC2	TRUE
GM12878	STAG3	TRUE
GM12878	PVRIG	TRUE
GM12878	GATS	TRUE
GM12878	STAG3L5P-PVRIG2P-PILRB	TRUE
GM12878	PILRB	TRUE
GM12878	PILRA	TRUE
GM12878	MEPCE	TRUE
GM12878	ZCWPW1	TRUE
GM12878	PPP1R35	TRUE
GM12878	TSC22D4	TRUE
GM12878	NYAP1	TRUE
GM12878	AGFG2	TRUE
GM12878	SAP25	TRUE
GM12878	ZASP	TRUE
GM12878	LRCH4	TRUE
GM12878	PCOLCE	TRUE
GM12878	MOSPD3	TRUE
GM12878	GNB2	TRUE
GM12878	GIGYF1	TRUE
GM12878	POP7	TRUE
GM12878	SLC12A9	TRUE
GM12878	TRIP6	TRUE
GM12878	SRRT	TRUE
GM12878	UFSP1	TRUE
GM12878	ACHE	TRUE
GM12878	MUC17	TRUE
GM12878	TRIM56	TRUE
GM12878	SERPINE1	TRUE
GM12878	AP1S1	TRUE
GM12878	VGF	TRUE
GM12878	MOGAT3	TRUE
GM12878	ZNHIT1	TRUE
GM12878	PLOD3	TRUE
GM12878	FIS1	TRUE
GM12878	IFT22	TRUE
GM12878	CUX1	TRUE
GM12878	SH2B2	TRUE
GM12878	PRKRIP1	TRUE
GM12878	ORAI2	TRUE
GM12878	ALKBH4	TRUE
GM12878	LRWD1	TRUE
GM12878	POLR2J3	TRUE
GM12878	POLR2J2	TRUE
GM12878	FAM185A	TRUE
GM12878	FBXL13	TRUE
GM12878	ARMC10	TRUE
GM12878	NAPEPLD	TRUE
GM12878	PMPCB	TRUE
GM12878	DNAJC2	TRUE
GM12878	PSMC2	TRUE
GM12878	ORC5	TRUE
GM12878	LHFPL3-AS2	TRUE
GM12878	KMT2E	TRUE
GM12878	SRPK2	TRUE
GM12878	PUS7	TRUE
GM12878	RINT1	TRUE
GM12878	EFCAB10	TRUE
GM12878	ATXN7L1	TRUE
GM12878	SYPL1	TRUE
GM12878	NAMPT	TRUE
GM12878	CCDC71L	TRUE
GM12878	PIK3CG	TRUE
GM12878	PRKAR2B	TRUE
GM12878	HBP1	TRUE
GM12878	DUS4L	TRUE
GM12878	COG5	TRUE
GM12878	BCAP29	TRUE
GM12878	SLC26A4	TRUE
GM12878	CBLL1	TRUE
GM12878	DLD	TRUE
GM12878	PNPLA8	TRUE
GM12878	DNAJB9	TRUE
GM12878	THAP5	TRUE
GM12878	IMMP2L	TRUE
GM12878	DOCK4	TRUE
GM12878	ZNF277	TRUE
GM12878	IFRD1	TRUE
GM12878	LSMEM1	TRUE
GM12878	TMEM168	TRUE
GM12878	BMT2	TRUE
GM12878	GPR85	TRUE
GM12878	LINC00998	TRUE
GM12878	FOXP2	TRUE
GM12878	MDFIC	TRUE
GM12878	LINC01393	TRUE
GM12878	LINC01392	TRUE
GM12878	TFEC	TRUE
GM12878	TES	TRUE
GM12878	CAV2	TRUE
GM12878	CAV1	TRUE
GM12878	MET	TRUE
GM12878	CAPZA2	TRUE
GM12878	ST7	TRUE
GM12878	WNT2	TRUE
GM12878	LSM8	TRUE
GM12878	KCND2	TRUE
GM12878	TSPAN12	TRUE
GM12878	ING3	TRUE
GM12878	CPED1	TRUE
GM12878	FAM3C	TRUE
GM12878	AASS	TRUE
GM12878	CADPS2	TRUE
GM12878	NDUFA5	TRUE
GM12878	WASL	TRUE
GM12878	GPR37	TRUE
GM12878	POT1	TRUE
GM12878	ZNF800	TRUE
GM12878	GCC1	TRUE
GM12878	ARF5	TRUE
GM12878	FSCN3	TRUE
GM12878	SND1	TRUE
GM12878	SND1-IT1	TRUE
GM12878	LRRC4	TRUE
GM12878	RBM28	TRUE
GM12878	IMPDH1	TRUE
GM12878	HILPDA	TRUE
GM12878	METTL2B	TRUE
GM12878	FAM71F2	TRUE
GM12878	CALU	TRUE
GM12878	OPN1SW	TRUE
GM12878	CCDC136	TRUE
GM12878	FLNC	TRUE
GM12878	ATP6V1F	TRUE
GM12878	KCP	TRUE
GM12878	IRF5	TRUE
GM12878	TNPO3	TRUE
GM12878	TSPAN33	TRUE
GM12878	SMO	TRUE
GM12878	AHCYL2	TRUE
GM12878	STRIP2	TRUE
GM12878	SMKR1	TRUE
GM12878	NRF1	TRUE
GM12878	UBE2H	TRUE
GM12878	ZC3HC1	TRUE
GM12878	KLHDC10	TRUE
GM12878	TMEM209	TRUE
GM12878	SSMEM1	TRUE
GM12878	CPA2	TRUE
GM12878	CPA4	TRUE
GM12878	CPA5	TRUE
GM12878	CEP41	TRUE
GM12878	MEST	TRUE
GM12878	LINC00513	TRUE
GM12878	LINC-PINT	TRUE
GM12878	MKLN1-AS	TRUE
GM12878	MKLN1	TRUE
GM12878	PODXL	TRUE
GM12878	CHCHD3	TRUE
GM12878	EXOC4	TRUE
GM12878	LRGUK	TRUE
GM12878	SLC35B4	TRUE
GM12878	AKR1B1	TRUE
GM12878	AKR1B15	TRUE
GM12878	BPGM	TRUE
GM12878	AGBL3	TRUE
GM12878	TMEM140	TRUE
GM12878	C7orf49	TRUE
GM12878	WDR91	TRUE
GM12878	STRA8	TRUE
GM12878	CNOT4	TRUE
GM12878	NUP205	TRUE
GM12878	C7orf73	TRUE
GM12878	SLC13A4	TRUE
GM12878	MTPN	TRUE
GM12878	LUZP6	TRUE
GM12878	DGKI	TRUE
GM12878	CREB3L2	TRUE
GM12878	TRIM24	TRUE
GM12878	KIAA1549	TRUE
GM12878	ZC3HAV1L	TRUE
GM12878	ZC3HAV1	TRUE
GM12878	TTC26	TRUE
GM12878	UBN2	TRUE
GM12878	FMC1	TRUE
GM12878	C7orf55-LUC7L2	TRUE
GM12878	LUC7L2	TRUE
GM12878	KLRG2	TRUE
GM12878	TBXAS1	TRUE
GM12878	PARP12	TRUE
GM12878	KDM7A	TRUE
GM12878	SLC37A3	TRUE
GM12878	RAB19	TRUE
GM12878	MKRN1	TRUE
GM12878	DENND2A	TRUE
GM12878	ADCK2	TRUE
GM12878	NDUFB2	TRUE
GM12878	BRAF	TRUE
GM12878	MRPS33	TRUE
GM12878	AGK	TRUE
GM12878	KIAA1147	TRUE
GM12878	SSBP1	TRUE
GM12878	PRSS37	TRUE
GM12878	CLEC5A	TRUE
GM12878	TAS2R38	TRUE
GM12878	C7orf34	TRUE
GM12878	GSTK1	TRUE
GM12878	CASP2	TRUE
GM12878	ZYX	TRUE
GM12878	EPHA1	TRUE
GM12878	TCAF1	TRUE
GM12878	TPK1	TRUE
GM12878	CUL1	TRUE
GM12878	EZH2	TRUE
GM12878	GHET1	TRUE
GM12878	PDIA4	TRUE
GM12878	ZNF786	TRUE
GM12878	ZNF425	TRUE
GM12878	ZNF398	TRUE
GM12878	ZNF282	TRUE
GM12878	ZNF212	TRUE
GM12878	ZNF783	TRUE
GM12878	ZNF777	TRUE
GM12878	ZNF746	TRUE
GM12878	KRBA1	TRUE
GM12878	ZNF467	TRUE
GM12878	SSPO	TRUE
GM12878	ZNF862	TRUE
GM12878	ATP6V0E2	TRUE
GM12878	LRRC61	TRUE
GM12878	ACTR3C	TRUE
GM12878	ZBED6CL	TRUE
GM12878	REPIN1	TRUE
GM12878	ZNF775	TRUE
GM12878	LINC00996	TRUE
GM12878	GIMAP8	TRUE
GM12878	GIMAP7	TRUE
GM12878	GIMAP4	TRUE
GM12878	GIMAP6	TRUE
GM12878	GIMAP2	TRUE
GM12878	GIMAP1	TRUE
GM12878	GIMAP1-GIMAP5	TRUE
GM12878	GIMAP5	TRUE
GM12878	KCNH2	TRUE
GM12878	ABCB8	TRUE
GM12878	CDK5	TRUE
GM12878	SLC4A2	TRUE
GM12878	FASTK	TRUE
GM12878	TMUB1	TRUE
GM12878	AGAP3	TRUE
GM12878	ASB10	TRUE
GM12878	IQCA1L	TRUE
GM12878	ABCF2	TRUE
GM12878	CHPF2	TRUE
GM12878	SMARCD3	TRUE
GM12878	NUB1	TRUE
GM12878	WDR86-AS1	TRUE
GM12878	RHEB	TRUE
GM12878	PRKAG2	TRUE
GM12878	GALNT11	TRUE
GM12878	KMT2C	TRUE
GM12878	LINC01003	TRUE
GM12878	XRCC2	TRUE
GM12878	ACTR3B	TRUE
GM12878	PAXIP1	TRUE
GM12878	PAXIP1-AS1	TRUE
GM12878	HTR5A	TRUE
GM12878	INSIG1	TRUE
GM12878	CNPY1	TRUE
GM12878	RBM33	TRUE
GM12878	SHH	TRUE
GM12878	LINC00244	TRUE
GM12878	C7orf13	TRUE
GM12878	RNF32	TRUE
GM12878	LMBR1	TRUE
GM12878	NOM1	TRUE
GM12878	MNX1	TRUE
GM12878	MNX1-AS1	TRUE
GM12878	UBE3C	TRUE
GM12878	DNAJB6	TRUE
GM12878	NCAPG2	TRUE
GM12878	ESYT2	TRUE
GM12878	WDR60	TRUE
GM12878	KBTBD11-OT1	TRUE
GM12878	CLN8	TRUE
GM12878	DLGAP2	TRUE
GM12878	ERICH1	TRUE
GM12878	FBXO25	TRUE
GM12878	FAM87A	TRUE
GM12878	ZNF596	TRUE
GM12878	MCPH1	TRUE
GM12878	AGPAT5	TRUE
GM12878	GS1-24F4.2	TRUE
GM12878	XKR5	TRUE
GM12878	FAM66B	TRUE
GM12878	PRAG1	TRUE
GM12878	CLDN23	TRUE
GM12878	MFHAS1	TRUE
GM12878	ERI1	TRUE
GM12878	PPP1R3B	TRUE
GM12878	TNKS	TRUE
GM12878	MSRA	TRUE
GM12878	C8orf74	TRUE
GM12878	PINX1	TRUE
GM12878	XKR6	TRUE
GM12878	MTMR9	TRUE
GM12878	FAM167A	TRUE
GM12878	BLK	TRUE
GM12878	NEIL2	TRUE
GM12878	FDFT1	TRUE
GM12878	CTSB	TRUE
GM12878	DEFB136	TRUE
GM12878	LONRF1	TRUE
GM12878	DLC1	TRUE
GM12878	MICU3	TRUE
GM12878	ZDHHC2	TRUE
GM12878	VPS37A	TRUE
GM12878	CNOT7	TRUE
GM12878	PDGFRL	TRUE
GM12878	PCM1	TRUE
GM12878	ASAH1	TRUE
GM12878	NAT1	TRUE
GM12878	SH2D4A	TRUE
GM12878	CSGALNACT1	TRUE
GM12878	INTS10	TRUE
GM12878	ATP6V1B2	TRUE
GM12878	DOK2	TRUE
GM12878	XPO7	TRUE
GM12878	NPM2	TRUE
GM12878	FGF17	TRUE
GM12878	DMTN	TRUE
GM12878	FAM160B2	TRUE
GM12878	NUDT18	TRUE
GM12878	REEP4	TRUE
GM12878	LGI3	TRUE
GM12878	BMP1	TRUE
GM12878	PHYHIP	TRUE
GM12878	POLR3D	TRUE
GM12878	SLC39A14	TRUE
GM12878	PPP3CC	TRUE
GM12878	SORBS3	TRUE
GM12878	PDLIM2	TRUE
GM12878	C8orf58	TRUE
GM12878	CCAR2	TRUE
GM12878	BIN3	TRUE
GM12878	EGR3	TRUE
GM12878	RHOBTB2	TRUE
GM12878	TNFRSF10B	TRUE
GM12878	TNFRSF10C	TRUE
GM12878	TNFRSF10D	TRUE
GM12878	TNFRSF10A	TRUE
GM12878	LOC389641	TRUE
GM12878	CHMP7	TRUE
GM12878	R3HCC1	TRUE
GM12878	ENTPD4	TRUE
GM12878	SLC25A37	TRUE
GM12878	NKX3-1	TRUE
GM12878	ADAM28	TRUE
GM12878	ADAMDEC1	TRUE
GM12878	DOCK5	TRUE
GM12878	GNRH1	TRUE
GM12878	KCTD9	TRUE
GM12878	CDCA2	TRUE
GM12878	PPP2R2A	TRUE
GM12878	BNIP3L	TRUE
GM12878	DPYSL2	TRUE
GM12878	TRIM35	TRUE
GM12878	CHRNA2	TRUE
GM12878	EPHX2	TRUE
GM12878	CLU	TRUE
GM12878	CCDC25	TRUE
GM12878	ESCO2	TRUE
GM12878	PBK	TRUE
GM12878	SCARA5	TRUE
GM12878	NUGGC	TRUE
GM12878	ELP3	TRUE
GM12878	PNOC	TRUE
GM12878	ZNF395	TRUE
GM12878	FBXO16	TRUE
GM12878	FZD3	TRUE
GM12878	EXTL3	TRUE
GM12878	INTS9	TRUE
GM12878	HMBOX1	TRUE
GM12878	KIF13B	TRUE
GM12878	DUSP4	TRUE
GM12878	LINC00589	TRUE
GM12878	LINC02099	TRUE
GM12878	SARAF	TRUE
GM12878	LEPROTL1	TRUE
GM12878	DCTN6	TRUE
GM12878	SMIM18	TRUE
GM12878	GTF2E2	TRUE
GM12878	GSR	TRUE
GM12878	UBXN8	TRUE
GM12878	PPP2CB	TRUE
GM12878	TEX15	TRUE
GM12878	PURG	TRUE
GM12878	WRN	TRUE
GM12878	NRG1	TRUE
GM12878	FUT10	TRUE
GM12878	MAK16	TRUE
GM12878	TTI2	TRUE
GM12878	RNF122	TRUE
GM12878	LINC01605	TRUE
GM12878	ZNF703	TRUE
GM12878	ERLIN2	TRUE
GM12878	PLPBP	TRUE
GM12878	BRF2	TRUE
GM12878	RAB11FIP1	TRUE
GM12878	GOT1L1	TRUE
GM12878	EIF4EBP1	TRUE
GM12878	ASH2L	TRUE
GM12878	BAG4	TRUE
GM12878	LSM1	TRUE
GM12878	DDHD2	TRUE
GM12878	PLPP5	TRUE
GM12878	NSD3	TRUE
GM12878	LETM2	TRUE
GM12878	FGFR1	TRUE
GM12878	C8orf86	TRUE
GM12878	TACC1	TRUE
GM12878	PLEKHA2	TRUE
GM12878	HTRA4	TRUE
GM12878	TM2D2	TRUE
GM12878	ADAM9	TRUE
GM12878	ADAM32	TRUE
GM12878	IDO1	TRUE
GM12878	GOLGA7	TRUE
GM12878	GINS4	TRUE
GM12878	GPAT4	TRUE
GM12878	ANK1	TRUE
GM12878	KAT6A	TRUE
GM12878	AP3M2	TRUE
GM12878	PLAT	TRUE
GM12878	IKBKB	TRUE
GM12878	POLB	TRUE
GM12878	DKK4	TRUE
GM12878	VDAC3	TRUE
GM12878	SMIM19	TRUE
GM12878	SLC20A2	TRUE
GM12878	CHRNA6	TRUE
GM12878	THAP1	TRUE
GM12878	RNF170	TRUE
GM12878	HOOK3	TRUE
GM12878	FNTA	TRUE
GM12878	POMK	TRUE
GM12878	HGSNAT	TRUE
GM12878	LINC00293	TRUE
GM12878	SPIDR	TRUE
GM12878	CEBPD	TRUE
GM12878	PRKDC	TRUE
GM12878	MCM4	TRUE
GM12878	UBE2V2	TRUE
GM12878	SNAI2	TRUE
GM12878	C8orf22	TRUE
GM12878	SNTG1	TRUE
GM12878	PCMTD1	TRUE
GM12878	RB1CC1	TRUE
GM12878	ATP6V1H	TRUE
GM12878	RGS20	TRUE
GM12878	TCEA1	TRUE
GM12878	LYPLA1	TRUE
GM12878	MRPL15	TRUE
GM12878	XKR4	TRUE
GM12878	TGS1	TRUE
GM12878	TMEM68	TRUE
GM12878	LYN	TRUE
GM12878	RPS20	TRUE
GM12878	MOS	TRUE
GM12878	PLAG1	TRUE
GM12878	CHCHD7	TRUE
GM12878	LINC00968	TRUE
GM12878	IMPAD1	TRUE
GM12878	FAM110B	TRUE
GM12878	UBXN2B	TRUE
GM12878	SDCBP	TRUE
GM12878	NSMAF	TRUE
GM12878	TOX	TRUE
GM12878	RAB2A	TRUE
GM12878	CHD7	TRUE
GM12878	CLVS1	TRUE
GM12878	ASPH	TRUE
GM12878	GGH	TRUE
GM12878	YTHDF3-AS1	TRUE
GM12878	YTHDF3	TRUE
GM12878	BHLHE22	TRUE
GM12878	CYP7B1	TRUE
GM12878	LINC00251	TRUE
GM12878	LINC01299	TRUE
GM12878	ARMC1	TRUE
GM12878	MTFR1	TRUE
GM12878	TRIM55	TRUE
GM12878	CRH	TRUE
GM12878	RRS1-AS1	TRUE
GM12878	RRS1	TRUE
GM12878	ADHFE1	TRUE
GM12878	MYBL1	TRUE
GM12878	VCPIP1	TRUE
GM12878	C8orf44	TRUE
GM12878	C8orf44-SGK3	TRUE
GM12878	SGK3	TRUE
GM12878	MCMDC2	TRUE
GM12878	SNHG6	TRUE
GM12878	TCF24	TRUE
GM12878	PPP1R42	TRUE
GM12878	COPS5	TRUE
GM12878	CSPP1	TRUE
GM12878	ARFGEF1	TRUE
GM12878	CPA6	TRUE
GM12878	PREX2	TRUE
GM12878	SLCO5A1	TRUE
GM12878	NCOA2	TRUE
GM12878	TRAM1	TRUE
GM12878	LACTB2	TRUE
GM12878	XKR9	TRUE
GM12878	EYA1	TRUE
GM12878	MSC	TRUE
GM12878	TERF1	TRUE
GM12878	RPL7	TRUE
GM12878	RDH10	TRUE
GM12878	STAU2	TRUE
GM12878	UBE2W	TRUE
GM12878	ELOC	TRUE
GM12878	TMEM70	TRUE
GM12878	LY96	TRUE
GM12878	JPH1	TRUE
GM12878	GDAP1	TRUE
GM12878	PI15	TRUE
GM12878	CRISPLD1	TRUE
GM12878	HNF4G	TRUE
GM12878	ZFHX4	TRUE
GM12878	PEX2	TRUE
GM12878	PKIA	TRUE
GM12878	ZC2HC1A	TRUE
GM12878	IL7	TRUE
GM12878	STMN2	TRUE
GM12878	HEY1	TRUE
GM12878	LINC01607	TRUE
GM12878	MRPS28	TRUE
GM12878	TPD52	TRUE
GM12878	ZBTB10	TRUE
GM12878	ZNF704	TRUE
GM12878	PAG1	TRUE
GM12878	FABP5	TRUE
GM12878	PMP2	TRUE
GM12878	IMPA1	TRUE
GM12878	ZFAND1	TRUE
GM12878	CHMP4C	TRUE
GM12878	SNX16	TRUE
GM12878	LRRCC1	TRUE
GM12878	E2F5	TRUE
GM12878	C8orf59	TRUE
GM12878	CA13	TRUE
GM12878	CA2	TRUE
GM12878	WWP1	TRUE
GM12878	RMDN1	TRUE
GM12878	CPNE3	TRUE
GM12878	CNGB3	TRUE
GM12878	CNBD1	TRUE
GM12878	MMP16	TRUE
GM12878	RIPK2	TRUE
GM12878	OSGIN2	TRUE
GM12878	NBN	TRUE
GM12878	DECR1	TRUE
GM12878	TMEM64	TRUE
GM12878	C8orf88	TRUE
GM12878	TMEM55A	TRUE
GM12878	OTUD6B	TRUE
GM12878	SLC26A7	TRUE
GM12878	RUNX1T1	TRUE
GM12878	TRIQK	TRUE
GM12878	FAM92A	TRUE
GM12878	RBM12B-AS1	TRUE
GM12878	RBM12B	TRUE
GM12878	TMEM67	TRUE
GM12878	PDP1	TRUE
GM12878	GEM	TRUE
GM12878	FSBP	TRUE
GM12878	RAD54B	TRUE
GM12878	KIAA1429	TRUE
GM12878	DPY19L4	TRUE
GM12878	INTS8	TRUE
GM12878	CCNE2	TRUE
GM12878	TP53INP1	TRUE
GM12878	NDUFAF6	TRUE
GM12878	PLEKHF2	TRUE
GM12878	LINC01298	TRUE
GM12878	C8orf37-AS1	TRUE
GM12878	C8orf37	TRUE
GM12878	UQCRB	TRUE
GM12878	MTERF3	TRUE
GM12878	PTDSS1	TRUE
GM12878	CPQ	TRUE
GM12878	TSPYL5	TRUE
GM12878	MTDH	TRUE
GM12878	LAPTM4B	TRUE
GM12878	RPL30	TRUE
GM12878	ERICH5	TRUE
GM12878	RIDA	TRUE
GM12878	POP1	TRUE
GM12878	NIPAL2	TRUE
GM12878	STK3	TRUE
GM12878	OSR2	TRUE
GM12878	VPS13B	TRUE
GM12878	COX6C	TRUE
GM12878	FBXO43	TRUE
GM12878	POLR2K	TRUE
GM12878	SPAG1	TRUE
GM12878	RNF19A	TRUE
GM12878	ANKRD46	TRUE
GM12878	PABPC1	TRUE
GM12878	YWHAZ	TRUE
GM12878	FLJ42969	TRUE
GM12878	ZNF706	TRUE
GM12878	NCALD	TRUE
GM12878	RRM2B	TRUE
GM12878	UBR5	TRUE
GM12878	ODF1	TRUE
GM12878	KLF10	TRUE
GM12878	AZIN1	TRUE
GM12878	ATP6V1C1	TRUE
GM12878	FZD6	TRUE
GM12878	CTHRC1	TRUE
GM12878	DCAF13	TRUE
GM12878	SLC25A32	TRUE
GM12878	LRP12	TRUE
GM12878	ZFPM2-AS1	TRUE
GM12878	OXR1	TRUE
GM12878	EIF3E	TRUE
GM12878	EMC2	TRUE
GM12878	TMEM74	TRUE
GM12878	TRHR	TRUE
GM12878	NUDCD1	TRUE
GM12878	ENY2	TRUE
GM12878	EBAG9	TRUE
GM12878	KCNV1	TRUE
GM12878	LINC01609	TRUE
GM12878	TRPS1	TRUE
GM12878	EIF3H	TRUE
GM12878	UTP23	TRUE
GM12878	RAD21	TRUE
GM12878	SLC30A8	TRUE
GM12878	MED30	TRUE
GM12878	EXT1	TRUE
GM12878	SAMD12-AS1	TRUE
GM12878	SAMD12	TRUE
GM12878	TNFRSF11B	TRUE
GM12878	COLEC10	TRUE
GM12878	NOV	TRUE
GM12878	ENPP2	TRUE
GM12878	TAF2	TRUE
GM12878	DSCC1	TRUE
GM12878	DEPTOR	TRUE
GM12878	MTBP	TRUE
GM12878	MRPL13	TRUE
GM12878	SNTB1	TRUE
GM12878	LINC01151	TRUE
GM12878	ZHX2	TRUE
GM12878	DERL1	TRUE
GM12878	TBC1D31	TRUE
GM12878	C8orf76	TRUE
GM12878	ZHX1-C8orf76	TRUE
GM12878	ZHX1	TRUE
GM12878	ATAD2	TRUE
GM12878	WDYHV1	TRUE
GM12878	FBXO32	TRUE
GM12878	FAM91A1	TRUE
GM12878	TMEM65	TRUE
GM12878	TRMT12	TRUE
GM12878	RNF139-AS1	TRUE
GM12878	RNF139	TRUE
GM12878	TATDN1	TRUE
