2025-08-12 18:30:19.235804	https://www.encodeproject.org/report/?type=Annotation&annotation_type=element+gene+regulatory+interaction+predictions&software_used.software.name=distal-regulation-encode_re2g&status=released&field=%40id&field=accession&field=aliases&field=experimental_input&limit=all
ID	Accession	Aliases	Experimental input
/annotations/ENCSR773TJN/	ENCSR773TJN	jesse-engreitz:abc_predictions_body_of_pancreas_ENCSR464TKV_DNaseOnly,jesse-engreitz:encode_re2g_predictions_body_of_pancreas_ENCSR464TKV_DNaseOnly	/experiments/ENCSR464TKV/
/annotations/ENCSR608WBW/	ENCSR608WBW	jesse-engreitz:abc_predictions_thyroid_gland_ENCSR549NRK_DNaseOnly,jesse-engreitz:encode_re2g_predictions_thyroid_gland_ENCSR549NRK_DNaseOnly	/experiments/ENCSR549NRK/
/annotations/ENCSR805BXG/	ENCSR805BXG	jesse-engreitz:abc_predictions_Jurkat__Clone_E6-1_ENCSR000EOS_DNaseOnly,jesse-engreitz:encode_re2g_predictions_Jurkat__Clone_E6-1_ENCSR000EOS_DNaseOnly	/experiments/ENCSR000EOS/
/annotations/ENCSR844XAT/	ENCSR844XAT	jesse-engreitz:abc_predictions_lung_ENCSR986XLW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_lung_ENCSR986XLW_DNaseOnly	/experiments/ENCSR986XLW/
/annotations/ENCSR310ITG/	ENCSR310ITG	jesse-engreitz:abc_predictions_activated_effector_memory_CD4-positive__alpha-beta_T_cell_ENCSR732IFV_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_effector_memory_CD4-positive__alpha-beta_T_cell_ENCSR732IFV_DNaseOnly	/experiments/ENCSR732IFV/
/annotations/ENCSR818RAK/	ENCSR818RAK	jesse-engreitz:abc_predictions_activated_T-helper_1_cell_ENCSR595THL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_T-helper_1_cell_ENCSR595THL_DNaseOnly	/experiments/ENCSR595THL/
/annotations/ENCSR879XAL/	ENCSR879XAL	jesse-engreitz:abc_predictions_T-helper_2_cell_ENCSR000EQH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_T-helper_2_cell_ENCSR000EQH_DNaseOnly	/experiments/ENCSR000EQH/
/annotations/ENCSR712HIP/	ENCSR712HIP	jesse-engreitz:abc_predictions_brain_microvascular_endothelial_cell_ENCSR006DKF_DNaseOnly,jesse-engreitz:encode_re2g_predictions_brain_microvascular_endothelial_cell_ENCSR006DKF_DNaseOnly	/experiments/ENCSR006DKF/
/annotations/ENCSR183FUD/	ENCSR183FUD	jesse-engreitz:abc_predictions_T-cell_ENCSR560MXA_DNaseOnly,jesse-engreitz:encode_re2g_predictions_T-cell_ENCSR560MXA_DNaseOnly	/experiments/ENCSR560MXA/
/annotations/ENCSR633RAM/	ENCSR633RAM	jesse-engreitz:abc_predictions_activated_T-helper_1_cell_ENCSR636DIR_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_T-helper_1_cell_ENCSR636DIR_DNaseOnly	/experiments/ENCSR636DIR/
/annotations/ENCSR425JFF/	ENCSR425JFF	jesse-engreitz:abc_predictions_foreskin_melanocyte_ENCSR518JGY_DNaseOnly,jesse-engreitz:encode_re2g_predictions_foreskin_melanocyte_ENCSR518JGY_DNaseOnly	/experiments/ENCSR518JGY/
/annotations/ENCSR866GYX/	ENCSR866GYX	jesse-engreitz:abc_predictions_T-cell_ENCSR561ZLY_DNaseOnly,jesse-engreitz:encode_re2g_predictions_T-cell_ENCSR561ZLY_DNaseOnly	/experiments/ENCSR561ZLY/
/annotations/ENCSR663BQY/	ENCSR663BQY	jesse-engreitz:abc_predictions_T-helper_2_cell_ENCSR000EQG_DNaseOnly,jesse-engreitz:encode_re2g_predictions_T-helper_2_cell_ENCSR000EQG_DNaseOnly	/experiments/ENCSR000EQG/
/annotations/ENCSR537UDO/	ENCSR537UDO	jesse-engreitz:abc_predictions_muscle_of_trunk_ENCSR440FZS_DNaseOnly,jesse-engreitz:encode_re2g_predictions_muscle_of_trunk_ENCSR440FZS_DNaseOnly	/experiments/ENCSR440FZS/
/annotations/ENCSR725JPH/	ENCSR725JPH	jesse-engreitz:abc_predictions_T-cell_ENCSR581RSO_DNaseOnly,jesse-engreitz:encode_re2g_predictions_T-cell_ENCSR581RSO_DNaseOnly	/experiments/ENCSR581RSO/
/annotations/ENCSR602DPW/	ENCSR602DPW	jesse-engreitz:abc_predictions_T-helper_17_cell_ENCSR709YRE_DNaseOnly,jesse-engreitz:encode_re2g_predictions_T-helper_17_cell_ENCSR709YRE_DNaseOnly	/experiments/ENCSR709YRE/
/annotations/ENCSR675DNH/	ENCSR675DNH	jesse-engreitz:abc_predictions_large_intestine_ENCSR214QEO_DNaseOnly,jesse-engreitz:encode_re2g_predictions_large_intestine_ENCSR214QEO_DNaseOnly	/experiments/ENCSR214QEO/
/annotations/ENCSR449PQD/	ENCSR449PQD	jesse-engreitz:abc_predictions_kidney_ENCSR437KLY_DNaseOnly,jesse-engreitz:encode_re2g_predictions_kidney_ENCSR437KLY_DNaseOnly	/experiments/ENCSR437KLY/
/annotations/ENCSR355LTS/	ENCSR355LTS	jesse-engreitz:abc_predictions_large_intestine_ENCSR444VTC_DNaseOnly,jesse-engreitz:encode_re2g_predictions_large_intestine_ENCSR444VTC_DNaseOnly	/experiments/ENCSR444VTC/
/annotations/ENCSR766MLN/	ENCSR766MLN	jesse-engreitz:abc_predictions_endodermal_cell_ENCSR940CXU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_endodermal_cell_ENCSR940CXU_DNaseOnly	/experiments/ENCSR940CXU/
/annotations/ENCSR814UZN/	ENCSR814UZN	jesse-engreitz:abc_predictions_right_lung_ENCSR964VVW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_right_lung_ENCSR964VVW_DNaseOnly	/experiments/ENCSR964VVW/
/annotations/ENCSR557GWZ/	ENCSR557GWZ	jesse-engreitz:abc_predictions_common_myeloid_progenitor__CD34-positive_ENCSR468ZXN_DNaseOnly,jesse-engreitz:encode_re2g_predictions_common_myeloid_progenitor__CD34-positive_ENCSR468ZXN_DNaseOnly	/experiments/ENCSR468ZXN/
/annotations/ENCSR498WAF/	ENCSR498WAF	jesse-engreitz:abc_predictions_B_cell_ENCSR000EII_DNaseOnly,jesse-engreitz:encode_re2g_predictions_B_cell_ENCSR000EII_DNaseOnly	/experiments/ENCSR000EII/
/annotations/ENCSR712ISH/	ENCSR712ISH	jesse-engreitz:abc_predictions_thymus_ENCSR962EAP_DNaseOnly,jesse-engreitz:encode_re2g_predictions_thymus_ENCSR962EAP_DNaseOnly	/experiments/ENCSR962EAP/
/annotations/ENCSR286OLZ/	ENCSR286OLZ	jesse-engreitz:abc_predictions_lung_ENCSR141VGA_DNaseOnly,jesse-engreitz:encode_re2g_predictions_lung_ENCSR141VGA_DNaseOnly	/experiments/ENCSR141VGA/
/annotations/ENCSR545RFV/	ENCSR545RFV	jesse-engreitz:abc_predictions_WI38_ENCSR000EQM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_WI38_ENCSR000EQM_DNaseOnly	/experiments/ENCSR000EQM/
/annotations/ENCSR156MYZ/	ENCSR156MYZ	jesse-engreitz:abc_predictions_large_intestine_ENCSR133SPH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_large_intestine_ENCSR133SPH_DNaseOnly	/experiments/ENCSR133SPH/
/annotations/ENCSR724CAP/	ENCSR724CAP	jesse-engreitz:abc_predictions_heart_right_ventricle_ENCSR211SUT_DNaseOnly,jesse-engreitz:encode_re2g_predictions_heart_right_ventricle_ENCSR211SUT_DNaseOnly	/experiments/ENCSR211SUT/
/annotations/ENCSR402QFG/	ENCSR402QFG	jesse-engreitz:abc_predictions_HT1080_ENCSR000FDI_DNaseOnly,jesse-engreitz:encode_re2g_predictions_HT1080_ENCSR000FDI_DNaseOnly	/experiments/ENCSR000FDI/
/annotations/ENCSR534FGU/	ENCSR534FGU	jesse-engreitz:abc_predictions_mesodermal_cell_ENCSR000EMX_DNaseOnly,jesse-engreitz:encode_re2g_predictions_mesodermal_cell_ENCSR000EMX_DNaseOnly	/experiments/ENCSR000EMX/
/annotations/ENCSR518GIW/	ENCSR518GIW	jesse-engreitz:abc_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR328UMC_DNaseOnly,jesse-engreitz:encode_re2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR328UMC_DNaseOnly	/experiments/ENCSR328UMC/
/annotations/ENCSR764OFW/	ENCSR764OFW	jesse-engreitz:abc_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR312ZTS_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR312ZTS_DNaseOnly	/experiments/ENCSR312ZTS/
/annotations/ENCSR021EXA/	ENCSR021EXA	jesse-engreitz:abc_predictions_endodermal_cell_ENCSR166KPV_DNaseOnly,jesse-engreitz:encode_re2g_predictions_endodermal_cell_ENCSR166KPV_DNaseOnly	/experiments/ENCSR166KPV/
/annotations/ENCSR637BVM/	ENCSR637BVM	jesse-engreitz:abc_predictions_large_intestine_ENCSR563XRP_DNaseOnly,jesse-engreitz:encode_re2g_predictions_large_intestine_ENCSR563XRP_DNaseOnly	/experiments/ENCSR563XRP/
/annotations/ENCSR289GDY/	ENCSR289GDY	jesse-engreitz:abc_predictions_mammary_epithelial_cell_ENCSR000ENV_DNaseOnly,jesse-engreitz:encode_re2g_predictions_mammary_epithelial_cell_ENCSR000ENV_DNaseOnly	/experiments/ENCSR000ENV/
/annotations/ENCSR851RYP/	ENCSR851RYP	jesse-engreitz:abc_predictions_large_intestine_ENCSR047FNH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_large_intestine_ENCSR047FNH_DNaseOnly	/experiments/ENCSR047FNH/
/annotations/ENCSR031GVW/	ENCSR031GVW	jesse-engreitz:abc_predictions_adipocyte_ENCSR405TXU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_adipocyte_ENCSR405TXU_DNaseOnly	/experiments/ENCSR405TXU/
/annotations/ENCSR128OAF/	ENCSR128OAF	jesse-engreitz:abc_predictions_MCF-7_ENCSR000EKX_DNaseOnly,jesse-engreitz:encode_re2g_predictions_MCF-7_ENCSR000EKX_DNaseOnly	/experiments/ENCSR000EKX/
/annotations/ENCSR414CMA/	ENCSR414CMA	jesse-engreitz:abc_predictions_astrocyte_ENCSR146KFX_DNaseOnly,jesse-engreitz:encode_re2g_predictions_astrocyte_ENCSR146KFX_DNaseOnly	/experiments/ENCSR146KFX/
/annotations/ENCSR889WEP/	ENCSR889WEP	jesse-engreitz:abc_predictions_effector_memory_CD4-positive__alpha-beta_T_cell_ENCSR724INK_DNaseOnly,jesse-engreitz:encode_re2g_predictions_effector_memory_CD4-positive__alpha-beta_T_cell_ENCSR724INK_DNaseOnly	/experiments/ENCSR724INK/
/annotations/ENCSR934YNP/	ENCSR934YNP	jesse-engreitz:abc_predictions_kidney_ENCSR066WZJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_kidney_ENCSR066WZJ_DNaseOnly	/experiments/ENCSR066WZJ/
/annotations/ENCSR914NYI/	ENCSR914NYI	jesse-engreitz:abc_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR177GYC_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR177GYC_DNaseOnly	/experiments/ENCSR177GYC/
/annotations/ENCSR274DJN/	ENCSR274DJN	jesse-engreitz:abc_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR688OIJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR688OIJ_DNaseOnly	/experiments/ENCSR688OIJ/
/annotations/ENCSR804OQE/	ENCSR804OQE	jesse-engreitz:abc_predictions_MCF-7_ENCSR000EKY_DNaseOnly,jesse-engreitz:encode_re2g_predictions_MCF-7_ENCSR000EKY_DNaseOnly	/experiments/ENCSR000EKY/
/annotations/ENCSR394DCW/	ENCSR394DCW	jesse-engreitz:abc_predictions_mesenchymal_stem_cell_ENCSR731QLJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_mesenchymal_stem_cell_ENCSR731QLJ_DNaseOnly	/experiments/ENCSR731QLJ/
/annotations/ENCSR684OZL/	ENCSR684OZL	jesse-engreitz:abc_predictions_prostate_gland_ENCSR564FZH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_prostate_gland_ENCSR564FZH_DNaseOnly	/experiments/ENCSR564FZH/
/annotations/ENCSR322JOG/	ENCSR322JOG	jesse-engreitz:abc_predictions_MCF-7_ENCSR000EPI_DNaseOnly,jesse-engreitz:encode_re2g_predictions_MCF-7_ENCSR000EPI_DNaseOnly	/experiments/ENCSR000EPI/
/annotations/ENCSR943NWA/	ENCSR943NWA	jesse-engreitz:abc_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR735MJZ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR735MJZ_DNaseOnly	/experiments/ENCSR735MJZ/
/annotations/ENCSR205FGK/	ENCSR205FGK	jesse-engreitz:abc_predictions_thymus_ENCSR682PKY_DNaseOnly,jesse-engreitz:encode_re2g_predictions_thymus_ENCSR682PKY_DNaseOnly	/experiments/ENCSR682PKY/
/annotations/ENCSR615FPM/	ENCSR615FPM	jesse-engreitz:abc_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR335LOQ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR335LOQ_DNaseOnly	/experiments/ENCSR335LOQ/
/annotations/ENCSR540LPL/	ENCSR540LPL	jesse-engreitz:abc_predictions_hepatocyte_ENCSR000EJU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_hepatocyte_ENCSR000EJU_DNaseOnly	/experiments/ENCSR000EJU/
/annotations/ENCSR253CRU/	ENCSR253CRU	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR155NBS_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR155NBS_DNaseOnly	/experiments/ENCSR155NBS/
/annotations/ENCSR908ADG/	ENCSR908ADG	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR785MXI_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR785MXI_DNaseOnly	/experiments/ENCSR785MXI/
/annotations/ENCSR960KWV/	ENCSR960KWV	jesse-engreitz:abc_predictions_type_B_pancreatic_cell_ENCSR362ZFC_DNaseOnly,jesse-engreitz:encode_re2g_predictions_type_B_pancreatic_cell_ENCSR362ZFC_DNaseOnly	/experiments/ENCSR362ZFC/
/annotations/ENCSR208NMT/	ENCSR208NMT	jesse-engreitz:abc_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR799MVH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR799MVH_DNaseOnly	/experiments/ENCSR799MVH/
/annotations/ENCSR714SWR/	ENCSR714SWR	jesse-engreitz:abc_predictions_MCF-7_ENCSR000EPH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_MCF-7_ENCSR000EPH_DNaseOnly	/experiments/ENCSR000EPH/
/annotations/ENCSR721MYX/	ENCSR721MYX	jesse-engreitz:abc_predictions_psoas_muscle_ENCSR082PDJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_psoas_muscle_ENCSR082PDJ_DNaseOnly	/experiments/ENCSR082PDJ/
/annotations/ENCSR372AMM/	ENCSR372AMM	jesse-engreitz:abc_predictions_NCI-H929_ENCSR090SMP_DNaseOnly,jesse-engreitz:encode_re2g_predictions_NCI-H929_ENCSR090SMP_DNaseOnly	/experiments/ENCSR090SMP/
/annotations/ENCSR767LIM/	ENCSR767LIM	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR014GTH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR014GTH_DNaseOnly	/experiments/ENCSR014GTH/
/annotations/ENCSR740EKN/	ENCSR740EKN	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR060ZXQ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR060ZXQ_DNaseOnly	/experiments/ENCSR060ZXQ/
/annotations/ENCSR321IOU/	ENCSR321IOU	jesse-engreitz:abc_predictions_T-helper_2_cell_ENCSR869JYO_DNaseOnly,jesse-engreitz:encode_re2g_predictions_T-helper_2_cell_ENCSR869JYO_DNaseOnly	/experiments/ENCSR869JYO/
/annotations/ENCSR430GDU/	ENCSR430GDU	jesse-engreitz:abc_predictions_osteocyte_ENCSR818HHN_DNaseOnly,jesse-engreitz:encode_re2g_predictions_osteocyte_ENCSR818HHN_DNaseOnly	/experiments/ENCSR818HHN/
/annotations/ENCSR463ETY/	ENCSR463ETY	jesse-engreitz:abc_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR314IBN_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR314IBN_DNaseOnly	/experiments/ENCSR314IBN/
/annotations/ENCSR274UMN/	ENCSR274UMN	jesse-engreitz:abc_predictions_MCF-7_ENCSR000EKW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_MCF-7_ENCSR000EKW_DNaseOnly	/experiments/ENCSR000EKW/
/annotations/ENCSR600SNZ/	ENCSR600SNZ	jesse-engreitz:abc_predictions_MCF_10A_ENCSR752EPH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_MCF_10A_ENCSR752EPH_DNaseOnly	/experiments/ENCSR752EPH/
/annotations/ENCSR336UXE/	ENCSR336UXE	jesse-engreitz:abc_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR889YWJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR889YWJ_DNaseOnly	/experiments/ENCSR889YWJ/
/annotations/ENCSR327UFM/	ENCSR327UFM	jesse-engreitz:abc_predictions_MCF_10A_ENCSR385SZQ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_MCF_10A_ENCSR385SZQ_DNaseOnly	/experiments/ENCSR385SZQ/
/annotations/ENCSR164XKU/	ENCSR164XKU	jesse-engreitz:abc_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR960EVM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR960EVM_DNaseOnly	/experiments/ENCSR960EVM/
/annotations/ENCSR955RML/	ENCSR955RML	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR659JPP_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR659JPP_DNaseOnly	/experiments/ENCSR659JPP/
/annotations/ENCSR155PMI/	ENCSR155PMI	jesse-engreitz:abc_predictions_right_cardiac_atrium_ENCSR374VQC_DNaseOnly,jesse-engreitz:encode_re2g_predictions_right_cardiac_atrium_ENCSR374VQC_DNaseOnly	/experiments/ENCSR374VQC/
/annotations/ENCSR842NTB/	ENCSR842NTB	jesse-engreitz:abc_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR438USP_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR438USP_DNaseOnly	/experiments/ENCSR438USP/
/annotations/ENCSR022HEP/	ENCSR022HEP	jesse-engreitz:abc_predictions_cardiac_fibroblast_ENCSR000ENH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_cardiac_fibroblast_ENCSR000ENH_DNaseOnly	/experiments/ENCSR000ENH/
/annotations/ENCSR777RNP/	ENCSR777RNP	jesse-engreitz:abc_predictions_astrocyte_ENCSR000EPM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_astrocyte_ENCSR000EPM_DNaseOnly	/experiments/ENCSR000EPM/
/annotations/ENCSR535WIY/	ENCSR535WIY	jesse-engreitz:abc_predictions_cardiac_myoblast_ENCSR000EMV_DNaseOnly,jesse-engreitz:encode_re2g_predictions_cardiac_myoblast_ENCSR000EMV_DNaseOnly	/experiments/ENCSR000EMV/
/annotations/ENCSR864DIM/	ENCSR864DIM	jesse-engreitz:abc_predictions_pancreas_ENCSR242RPQ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_pancreas_ENCSR242RPQ_DNaseOnly	/experiments/ENCSR242RPQ/
/annotations/ENCSR309PEK/	ENCSR309PEK	jesse-engreitz:abc_predictions_coronary_artery_ENCSR060HPL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_coronary_artery_ENCSR060HPL_DNaseOnly	/experiments/ENCSR060HPL/
/annotations/ENCSR398PAI/	ENCSR398PAI	jesse-engreitz:abc_predictions_upper_lobe_of_left_lung_ENCSR702DPD_DNaseOnly,jesse-engreitz:encode_re2g_predictions_upper_lobe_of_left_lung_ENCSR702DPD_DNaseOnly	/experiments/ENCSR702DPD/
/annotations/ENCSR434XYV/	ENCSR434XYV	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR129GCL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR129GCL_DNaseOnly	/experiments/ENCSR129GCL/
/annotations/ENCSR080GWY/	ENCSR080GWY	jesse-engreitz:abc_predictions_medulla_oblongata_ENCSR224IYD_DNaseOnly,jesse-engreitz:encode_re2g_predictions_medulla_oblongata_ENCSR224IYD_DNaseOnly	/experiments/ENCSR224IYD/
/annotations/ENCSR939QYM/	ENCSR939QYM	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR240TZG_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR240TZG_DNaseOnly	/experiments/ENCSR240TZG/
/annotations/ENCSR415YZQ/	ENCSR415YZQ	jesse-engreitz:abc_predictions_left_lung_ENCSR960EJV_DNaseOnly,jesse-engreitz:encode_re2g_predictions_left_lung_ENCSR960EJV_DNaseOnly	/experiments/ENCSR960EJV/
/annotations/ENCSR044FFX/	ENCSR044FFX	jesse-engreitz:abc_predictions_left_kidney_ENCSR600RAA_DNaseOnly,jesse-engreitz:encode_re2g_predictions_left_kidney_ENCSR600RAA_DNaseOnly	/experiments/ENCSR600RAA/
/annotations/ENCSR790PLU/	ENCSR790PLU	jesse-engreitz:abc_predictions_common_myeloid_progenitor__CD34-positive_ENCSR453EVC_DNaseOnly,jesse-engreitz:encode_re2g_predictions_common_myeloid_progenitor__CD34-positive_ENCSR453EVC_DNaseOnly	/experiments/ENCSR453EVC/
/annotations/ENCSR969TEL/	ENCSR969TEL	jesse-engreitz:abc_predictions_muscle_of_leg_ENCSR514QHN_DNaseOnly,jesse-engreitz:encode_re2g_predictions_muscle_of_leg_ENCSR514QHN_DNaseOnly	/experiments/ENCSR514QHN/
/annotations/ENCSR527PXI/	ENCSR527PXI	jesse-engreitz:abc_predictions_upper_lobe_of_left_lung_ENCSR650FLQ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_upper_lobe_of_left_lung_ENCSR650FLQ_DNaseOnly	/experiments/ENCSR650FLQ/
/annotations/ENCSR455KHU/	ENCSR455KHU	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR635VQU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR635VQU_DNaseOnly	/experiments/ENCSR635VQU/
/annotations/ENCSR388KYX/	ENCSR388KYX	jesse-engreitz:abc_predictions_muscle_of_arm_ENCSR949JYS_DNaseOnly,jesse-engreitz:encode_re2g_predictions_muscle_of_arm_ENCSR949JYS_DNaseOnly	/experiments/ENCSR949JYS/
/annotations/ENCSR004ZDG/	ENCSR004ZDG	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR800MBE_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR800MBE_DNaseOnly	/experiments/ENCSR800MBE/
/annotations/ENCSR545HRY/	ENCSR545HRY	jesse-engreitz:abc_predictions_upper_lobe_of_left_lung_ENCSR058VBM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_upper_lobe_of_left_lung_ENCSR058VBM_DNaseOnly	/experiments/ENCSR058VBM/
/annotations/ENCSR184IHJ/	ENCSR184IHJ	jesse-engreitz:abc_predictions_psoas_muscle_ENCSR388DHS_DNaseOnly,jesse-engreitz:encode_re2g_predictions_psoas_muscle_ENCSR388DHS_DNaseOnly	/experiments/ENCSR388DHS/
/annotations/ENCSR006OUR/	ENCSR006OUR	jesse-engreitz:abc_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR266NDC_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR266NDC_DNaseOnly	/experiments/ENCSR266NDC/
/annotations/ENCSR541OXX/	ENCSR541OXX	jesse-engreitz:abc_predictions_left_renal_cortex_interstitium_ENCSR039ZVQ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_left_renal_cortex_interstitium_ENCSR039ZVQ_DNaseOnly	/experiments/ENCSR039ZVQ/
/annotations/ENCSR519KIQ/	ENCSR519KIQ	jesse-engreitz:abc_predictions_upper_lobe_of_left_lung_ENCSR909YET_DNaseOnly,jesse-engreitz:encode_re2g_predictions_upper_lobe_of_left_lung_ENCSR909YET_DNaseOnly	/experiments/ENCSR909YET/
/annotations/ENCSR199UNC/	ENCSR199UNC	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR612IKQ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR612IKQ_DNaseOnly	/experiments/ENCSR612IKQ/
/annotations/ENCSR584AAP/	ENCSR584AAP	jesse-engreitz:abc_predictions_nephron_progenitor_cell_ENCSR503UNA_DNaseOnly,jesse-engreitz:encode_re2g_predictions_nephron_progenitor_cell_ENCSR503UNA_DNaseOnly	/experiments/ENCSR503UNA/
/annotations/ENCSR813WBA/	ENCSR813WBA	jesse-engreitz:abc_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR322BYN_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_CD4-positive__alpha-beta_T_cell_ENCSR322BYN_DNaseOnly	/experiments/ENCSR322BYN/
/annotations/ENCSR269DYG/	ENCSR269DYG	jesse-engreitz:abc_predictions_left_colon_ENCSR279SXQ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_left_colon_ENCSR279SXQ_DNaseOnly	/experiments/ENCSR279SXQ/
/annotations/ENCSR467FCA/	ENCSR467FCA	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR628GQE_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR628GQE_DNaseOnly	/experiments/ENCSR628GQE/
/annotations/ENCSR501HEM/	ENCSR501HEM	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR637ZLM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR637ZLM_DNaseOnly	/experiments/ENCSR637ZLM/
