2025-08-12 18:30:19.235804	https://www.encodeproject.org/report/?type=Annotation&annotation_type=element+gene+regulatory+interaction+predictions&software_used.software.name=distal-regulation-encode_re2g&status=released&field=%40id&field=accession&field=aliases&field=experimental_input&limit=all
ID	Accession	Aliases	Experimental input
/annotations/ENCSR211YED/	ENCSR211YED	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR042DVU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR042DVU_DNaseOnly	/experiments/ENCSR042DVU/
/annotations/ENCSR487RMH/	ENCSR487RMH	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR498FCF_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR498FCF_DNaseOnly	/experiments/ENCSR498FCF/
/annotations/ENCSR781KVT/	ENCSR781KVT	jesse-engreitz:abc_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR335EYA_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR335EYA_DNaseOnly	/experiments/ENCSR335EYA/
/annotations/ENCSR933SJZ/	ENCSR933SJZ	jesse-engreitz:abc_predictions_CD8-positive__alpha-beta_T_cell_ENCSR662IRS_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD8-positive__alpha-beta_T_cell_ENCSR662IRS_DNaseOnly	/experiments/ENCSR662IRS/
/annotations/ENCSR736GEV/	ENCSR736GEV	jesse-engreitz:abc_predictions_HCT116_ENCSR694YJR_DNaseOnly,jesse-engreitz:encode_re2g_predictions_HCT116_ENCSR694YJR_DNaseOnly	/experiments/ENCSR694YJR/
/annotations/ENCSR448FRN/	ENCSR448FRN	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR176BPJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR176BPJ_DNaseOnly	/experiments/ENCSR176BPJ/
/annotations/ENCSR456DWH/	ENCSR456DWH	jesse-engreitz:abc_predictions_left_lobe_of_liver_ENCSR802ZYE_DNaseOnly,jesse-engreitz:encode_re2g_predictions_left_lobe_of_liver_ENCSR802ZYE_DNaseOnly	/experiments/ENCSR802ZYE/
/annotations/ENCSR002YWN/	ENCSR002YWN	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR200BNM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR200BNM_DNaseOnly	/experiments/ENCSR200BNM/
/annotations/ENCSR622HAC/	ENCSR622HAC	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR024BXN_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR024BXN_DNaseOnly	/experiments/ENCSR024BXN/
/annotations/ENCSR211PXD/	ENCSR211PXD	jesse-engreitz:abc_predictions_activated_gamma-delta_T_cell_ENCSR676GAW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_gamma-delta_T_cell_ENCSR676GAW_DNaseOnly	/experiments/ENCSR676GAW/
/annotations/ENCSR608QNK/	ENCSR608QNK	jesse-engreitz:abc_predictions_thymus_ENCSR342NCX_DNaseOnly,jesse-engreitz:encode_re2g_predictions_thymus_ENCSR342NCX_DNaseOnly	/experiments/ENCSR342NCX/
/annotations/ENCSR792MPP/	ENCSR792MPP	jesse-engreitz:abc_predictions_activated_T-helper_1_cell_ENCSR635QIZ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_T-helper_1_cell_ENCSR635QIZ_DNaseOnly	/experiments/ENCSR635QIZ/
/annotations/ENCSR658KGN/	ENCSR658KGN	jesse-engreitz:abc_predictions_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR565RQI_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_CD8-positive__alpha-beta_memory_T_cell_ENCSR565RQI_DNaseOnly	/experiments/ENCSR565RQI/
/annotations/ENCSR919VGA/	ENCSR919VGA	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR388NOI_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR388NOI_DNaseOnly	/experiments/ENCSR388NOI/
/annotations/ENCSR677ZHE/	ENCSR677ZHE	jesse-engreitz:abc_predictions_stomach_ENCSR282QFE_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stomach_ENCSR282QFE_DNaseOnly	/experiments/ENCSR282QFE/
/annotations/ENCSR495OBC/	ENCSR495OBC	jesse-engreitz:abc_predictions_tibial_artery_ENCSR080ISA_DNaseOnly,jesse-engreitz:encode_re2g_predictions_tibial_artery_ENCSR080ISA_DNaseOnly	/experiments/ENCSR080ISA/
/annotations/ENCSR994QJV/	ENCSR994QJV	jesse-engreitz:abc_predictions_muscle_of_leg_ENCSR622CAH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_muscle_of_leg_ENCSR622CAH_DNaseOnly	/experiments/ENCSR622CAH/
/annotations/ENCSR329ZVK/	ENCSR329ZVK	jesse-engreitz:abc_predictions_stomach_ENCSR683YLO_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stomach_ENCSR683YLO_DNaseOnly	/experiments/ENCSR683YLO/
/annotations/ENCSR517NRJ/	ENCSR517NRJ	jesse-engreitz:abc_predictions_skeletal_muscle_myoblast_ENCSR000EOO_DNaseOnly,jesse-engreitz:encode_re2g_predictions_skeletal_muscle_myoblast_ENCSR000EOO_DNaseOnly	/experiments/ENCSR000EOO/
/annotations/ENCSR854BPQ/	ENCSR854BPQ	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR635GDW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR635GDW_DNaseOnly	/experiments/ENCSR635GDW/
/annotations/ENCSR814UUJ/	ENCSR814UUJ	jesse-engreitz:abc_predictions_retina_ENCSR621ENC_DNaseOnly,jesse-engreitz:encode_re2g_predictions_retina_ENCSR621ENC_DNaseOnly	/experiments/ENCSR621ENC/
/annotations/ENCSR548BBI/	ENCSR548BBI	jesse-engreitz:abc_predictions_lower_lobe_of_left_lung_ENCSR537BGX_DNaseOnly,jesse-engreitz:encode_re2g_predictions_lower_lobe_of_left_lung_ENCSR537BGX_DNaseOnly	/experiments/ENCSR537BGX/
/annotations/ENCSR083VOX/	ENCSR083VOX	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR346GIP_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR346GIP_DNaseOnly	/experiments/ENCSR346GIP/
/annotations/ENCSR192IAB/	ENCSR192IAB	jesse-engreitz:abc_predictions_GM12892_ENCSR000EJF_DNaseOnly,jesse-engreitz:encode_re2g_predictions_GM12892_ENCSR000EJF_DNaseOnly	/experiments/ENCSR000EJF/
/annotations/ENCSR509UJZ/	ENCSR509UJZ	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR645HET_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR645HET_DNaseOnly	/experiments/ENCSR645HET/
/annotations/ENCSR122TPW/	ENCSR122TPW	jesse-engreitz:abc_predictions_T-helper_2_cell_ENCSR197ZNW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_T-helper_2_cell_ENCSR197ZNW_DNaseOnly	/experiments/ENCSR197ZNW/
/annotations/ENCSR010VRG/	ENCSR010VRG	jesse-engreitz:abc_predictions_heart_ENCSR366EGE_DNaseOnly,jesse-engreitz:encode_re2g_predictions_heart_ENCSR366EGE_DNaseOnly	/experiments/ENCSR366EGE/
/annotations/ENCSR201CNR/	ENCSR201CNR	jesse-engreitz:abc_predictions_SJSA1_ENCSR620WAR_DNaseOnly,jesse-engreitz:encode_re2g_predictions_SJSA1_ENCSR620WAR_DNaseOnly	/experiments/ENCSR620WAR/
/annotations/ENCSR899UXS/	ENCSR899UXS	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR173NHL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR173NHL_DNaseOnly	/experiments/ENCSR173NHL/
/annotations/ENCSR751FTH/	ENCSR751FTH	jesse-engreitz:abc_predictions_HeLa-S3_ENCSR959ZXU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_HeLa-S3_ENCSR959ZXU_DNaseOnly	/experiments/ENCSR959ZXU/
/annotations/ENCSR731BRS/	ENCSR731BRS	jesse-engreitz:abc_predictions_liver_ENCSR562FNN_DNaseOnly,jesse-engreitz:encode_re2g_predictions_liver_ENCSR562FNN_DNaseOnly	/experiments/ENCSR562FNN/
/annotations/ENCSR029NMT/	ENCSR029NMT	jesse-engreitz:abc_predictions_GM19238_ENCSR000EJJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_GM19238_ENCSR000EJJ_DNaseOnly	/experiments/ENCSR000EJJ/
/annotations/ENCSR786PKE/	ENCSR786PKE	jesse-engreitz:abc_predictions_dorsolateral_prefrontal_cortex_ENCSR849WGE_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR849WGE_DNaseOnly	/experiments/ENCSR849WGE/
/annotations/ENCSR573LJN/	ENCSR573LJN	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR524QPZ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR524QPZ_DNaseOnly	/experiments/ENCSR524QPZ/
/annotations/ENCSR076SNW/	ENCSR076SNW	jesse-engreitz:abc_predictions_NB4_ENCSR000EPL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_NB4_ENCSR000EPL_DNaseOnly	/experiments/ENCSR000EPL/
/annotations/ENCSR704MUC/	ENCSR704MUC	jesse-engreitz:abc_predictions_heart_ENCSR392GCE_DNaseOnly,jesse-engreitz:encode_re2g_predictions_heart_ENCSR392GCE_DNaseOnly	/experiments/ENCSR392GCE/
/annotations/ENCSR850JPM/	ENCSR850JPM	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR059ETS_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR059ETS_DNaseOnly	/experiments/ENCSR059ETS/
/annotations/ENCSR024DIA/	ENCSR024DIA	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR111WTE_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR111WTE_DNaseOnly	/experiments/ENCSR111WTE/
/annotations/ENCSR322GPY/	ENCSR322GPY	jesse-engreitz:abc_predictions_muscle_of_back_ENCSR295ELC_DNaseOnly,jesse-engreitz:encode_re2g_predictions_muscle_of_back_ENCSR295ELC_DNaseOnly	/experiments/ENCSR295ELC/
/annotations/ENCSR438ODB/	ENCSR438ODB	jesse-engreitz:abc_predictions_heart_ENCSR533VAF_DNaseOnly,jesse-engreitz:encode_re2g_predictions_heart_ENCSR533VAF_DNaseOnly	/experiments/ENCSR533VAF/
/annotations/ENCSR774BOY/	ENCSR774BOY	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR563CZB_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR563CZB_DNaseOnly	/experiments/ENCSR563CZB/
/annotations/ENCSR826YQC/	ENCSR826YQC	jesse-engreitz:abc_predictions_heart_ENCSR664PKM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_heart_ENCSR664PKM_DNaseOnly	/experiments/ENCSR664PKM/
/annotations/ENCSR500QVP/	ENCSR500QVP	jesse-engreitz:abc_predictions_occipital_lobe_ENCSR859CZM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_occipital_lobe_ENCSR859CZM_DNaseOnly	/experiments/ENCSR859CZM/
/annotations/ENCSR265SYU/	ENCSR265SYU	jesse-engreitz:abc_predictions_heart_ENCSR311LLZ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_heart_ENCSR311LLZ_DNaseOnly	/experiments/ENCSR311LLZ/
/annotations/ENCSR263ZDA/	ENCSR263ZDA	jesse-engreitz:abc_predictions_right_renal_cortex_interstitium_ENCSR887BNC_DNaseOnly,jesse-engreitz:encode_re2g_predictions_right_renal_cortex_interstitium_ENCSR887BNC_DNaseOnly	/experiments/ENCSR887BNC/
/annotations/ENCSR028BAB/	ENCSR028BAB	jesse-engreitz:abc_predictions_HL-60_ENCSR889WKL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_HL-60_ENCSR889WKL_DNaseOnly	/experiments/ENCSR889WKL/
/annotations/ENCSR902CGQ/	ENCSR902CGQ	jesse-engreitz:abc_predictions_cerebellum_ENCSR000EIJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_cerebellum_ENCSR000EIJ_DNaseOnly	/experiments/ENCSR000EIJ/
/annotations/ENCSR418ZMF/	ENCSR418ZMF	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR569ATD_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR569ATD_DNaseOnly	/experiments/ENCSR569ATD/
/annotations/ENCSR833QDW/	ENCSR833QDW	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR389BWT_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR389BWT_DNaseOnly	/experiments/ENCSR389BWT/
/annotations/ENCSR094UDW/	ENCSR094UDW	jesse-engreitz:abc_predictions_caudate_nucleus_ENCSR015BGH_DNaseOnly,jesse-engreitz:encode_re2g_predictions_caudate_nucleus_ENCSR015BGH_DNaseOnly	/experiments/ENCSR015BGH/
/annotations/ENCSR390BRJ/	ENCSR390BRJ	jesse-engreitz:abc_predictions_CD8-positive__alpha-beta_T_cell_ENCSR316UDN_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD8-positive__alpha-beta_T_cell_ENCSR316UDN_DNaseOnly	/experiments/ENCSR316UDN/
/annotations/ENCSR245MYV/	ENCSR245MYV	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR879EVD_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR879EVD_DNaseOnly	/experiments/ENCSR879EVD/
/annotations/ENCSR034FEW/	ENCSR034FEW	jesse-engreitz:abc_predictions_PC-9_ENCSR940NLN_DNaseOnly,jesse-engreitz:encode_re2g_predictions_PC-9_ENCSR940NLN_DNaseOnly	/experiments/ENCSR940NLN/
/annotations/ENCSR522TVW/	ENCSR522TVW	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR881FBS_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR881FBS_DNaseOnly	/experiments/ENCSR881FBS/
/annotations/ENCSR459UGM/	ENCSR459UGM	jesse-engreitz:abc_predictions_MM.1S_ENCSR458LIB_DNaseOnly,jesse-engreitz:encode_re2g_predictions_MM.1S_ENCSR458LIB_DNaseOnly	/experiments/ENCSR458LIB/
/annotations/ENCSR752ANI/	ENCSR752ANI	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR590EFT_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR590EFT_DNaseOnly	/experiments/ENCSR590EFT/
/annotations/ENCSR390FPA/	ENCSR390FPA	jesse-engreitz:abc_predictions_KBM-7_ENCSR426IEA_DNaseOnly,jesse-engreitz:encode_re2g_predictions_KBM-7_ENCSR426IEA_DNaseOnly	/experiments/ENCSR426IEA/
/annotations/ENCSR524AYL/	ENCSR524AYL	jesse-engreitz:abc_predictions_middle_frontal_gyrus_ENCSR318PRQ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_middle_frontal_gyrus_ENCSR318PRQ_DNaseOnly	/experiments/ENCSR318PRQ/
/annotations/ENCSR689QMJ/	ENCSR689QMJ	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR581LHW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR581LHW_DNaseOnly	/experiments/ENCSR581LHW/
/annotations/ENCSR297ZRG/	ENCSR297ZRG	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR690CVL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR690CVL_DNaseOnly	/experiments/ENCSR690CVL/
/annotations/ENCSR983JTE/	ENCSR983JTE	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR930USX_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR930USX_DNaseOnly	/experiments/ENCSR930USX/
/annotations/ENCSR731QZB/	ENCSR731QZB	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR579RVI_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR579RVI_DNaseOnly	/experiments/ENCSR579RVI/
/annotations/ENCSR121YCJ/	ENCSR121YCJ	jesse-engreitz:abc_predictions_SK-N-MC_ENCSR000EPY_DNaseOnly,jesse-engreitz:encode_re2g_predictions_SK-N-MC_ENCSR000EPY_DNaseOnly	/experiments/ENCSR000EPY/
/annotations/ENCSR006VBD/	ENCSR006VBD	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR503UFM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR503UFM_DNaseOnly	/experiments/ENCSR503UFM/
/annotations/ENCSR473VSX/	ENCSR473VSX	jesse-engreitz:abc_predictions_CD4-positive__alpha-beta_T_cell_ENCSR336QAO_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD4-positive__alpha-beta_T_cell_ENCSR336QAO_DNaseOnly	/experiments/ENCSR336QAO/
/annotations/ENCSR255WME/	ENCSR255WME	jesse-engreitz:abc_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR987GUS_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR987GUS_DNaseOnly	/experiments/ENCSR987GUS/
/annotations/ENCSR817AQF/	ENCSR817AQF	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR365FVU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR365FVU_DNaseOnly	/experiments/ENCSR365FVU/
/annotations/ENCSR374TCY/	ENCSR374TCY	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR599JZA_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR599JZA_DNaseOnly	/experiments/ENCSR599JZA/
/annotations/ENCSR342FWD/	ENCSR342FWD	jesse-engreitz:abc_predictions_activated_naive_CD8-positive__alpha-beta_T_cell_ENCSR044JIR_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_naive_CD8-positive__alpha-beta_T_cell_ENCSR044JIR_DNaseOnly	/experiments/ENCSR044JIR/
/annotations/ENCSR746UEY/	ENCSR746UEY	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR330LFP_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR330LFP_DNaseOnly	/experiments/ENCSR330LFP/
/annotations/ENCSR071XLF/	ENCSR071XLF	jesse-engreitz:abc_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR605SQL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR605SQL_DNaseOnly	/experiments/ENCSR605SQL/
/annotations/ENCSR549VAW/	ENCSR549VAW	jesse-engreitz:abc_predictions_EH_ENCSR548MMD_DNaseOnly,jesse-engreitz:encode_re2g_predictions_EH_ENCSR548MMD_DNaseOnly	/experiments/ENCSR548MMD/
/annotations/ENCSR232JNE/	ENCSR232JNE	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR483HUW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR483HUW_DNaseOnly	/experiments/ENCSR483HUW/
/annotations/ENCSR336YYB/	ENCSR336YYB	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR249RFY_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR249RFY_DNaseOnly	/experiments/ENCSR249RFY/
/annotations/ENCSR514CUR/	ENCSR514CUR	jesse-engreitz:abc_predictions_Ishikawa_ENCSR000EKM_DNaseOnly,jesse-engreitz:encode_re2g_predictions_Ishikawa_ENCSR000EKM_DNaseOnly	/experiments/ENCSR000EKM/
/annotations/ENCSR954OGD/	ENCSR954OGD	jesse-engreitz:abc_predictions_fibroblast_of_lung_ENCSR000EOJ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_fibroblast_of_lung_ENCSR000EOJ_DNaseOnly	/experiments/ENCSR000EOJ/
/annotations/ENCSR568FSF/	ENCSR568FSF	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR814DYF_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR814DYF_DNaseOnly	/experiments/ENCSR814DYF/
/annotations/ENCSR464GSY/	ENCSR464GSY	jesse-engreitz:abc_predictions_WTC11_ENCSR785ZUI_DNaseOnly,jesse-engreitz:encode_re2g_predictions_WTC11_ENCSR785ZUI_DNaseOnly	/experiments/ENCSR785ZUI/
/annotations/ENCSR170KGO/	ENCSR170KGO	jesse-engreitz:abc_predictions_left_lung_ENCSR953WJO_DNaseOnly,jesse-engreitz:encode_re2g_predictions_left_lung_ENCSR953WJO_DNaseOnly	/experiments/ENCSR953WJO/
/annotations/ENCSR108NMM/	ENCSR108NMM	jesse-engreitz:abc_predictions_Peyers_patch_ENCSR455GUW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_Peyers_patch_ENCSR455GUW_DNaseOnly	/experiments/ENCSR455GUW/
/annotations/ENCSR893UVQ/	ENCSR893UVQ	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR417LPB_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR417LPB_DNaseOnly	/experiments/ENCSR417LPB/
/annotations/ENCSR612WUX/	ENCSR612WUX	jesse-engreitz:abc_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR420NOA_DNaseOnly,jesse-engreitz:encode_re2g_predictions_hematopoietic_multipotent_progenitor_cell_ENCSR420NOA_DNaseOnly	/experiments/ENCSR420NOA/
/annotations/ENCSR735SJQ/	ENCSR735SJQ	jesse-engreitz:abc_predictions_dermis_microvascular_lymphatic_vessel_endothelial_cell_ENCSR000EOB_DNaseOnly,jesse-engreitz:encode_re2g_predictions_dermis_microvascular_lymphatic_vessel_endothelial_cell_ENCSR000EOB_DNaseOnly	/experiments/ENCSR000EOB/
/annotations/ENCSR648VWQ/	ENCSR648VWQ	jesse-engreitz:abc_predictions_H1_ENCSR951BNY_DNaseOnly,jesse-engreitz:encode_re2g_predictions_H1_ENCSR951BNY_DNaseOnly	/experiments/ENCSR951BNY/
/annotations/ENCSR274XLI/	ENCSR274XLI	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR311EEL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR311EEL_DNaseOnly	/experiments/ENCSR311EEL/
/annotations/ENCSR485AJM/	ENCSR485AJM	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR086PIL_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR086PIL_DNaseOnly	/experiments/ENCSR086PIL/
/annotations/ENCSR965IRW/	ENCSR965IRW	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR137FWW_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR137FWW_DNaseOnly	/experiments/ENCSR137FWW/
/annotations/ENCSR518BYD/	ENCSR518BYD	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR195GUK_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR195GUK_DNaseOnly	/experiments/ENCSR195GUK/
/annotations/ENCSR427OJO/	ENCSR427OJO	jesse-engreitz:abc_predictions_common_myeloid_progenitor__CD34-positive_ENCSR772HUG_DNaseOnly,jesse-engreitz:encode_re2g_predictions_common_myeloid_progenitor__CD34-positive_ENCSR772HUG_DNaseOnly	/experiments/ENCSR772HUG/
/annotations/ENCSR724FZK/	ENCSR724FZK	jesse-engreitz:abc_predictions_GM12864_ENCSR000EMR_DNaseOnly,jesse-engreitz:encode_re2g_predictions_GM12864_ENCSR000EMR_DNaseOnly	/experiments/ENCSR000EMR/
/annotations/ENCSR445QEJ/	ENCSR445QEJ	jesse-engreitz:abc_predictions_activated_effector_memory_CD4-positive__alpha-beta_T_cell_ENCSR692PKU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_activated_effector_memory_CD4-positive__alpha-beta_T_cell_ENCSR692PKU_DNaseOnly	/experiments/ENCSR692PKU/
/annotations/ENCSR643DYF/	ENCSR643DYF	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR112AKE_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR112AKE_DNaseOnly	/experiments/ENCSR112AKE/
/annotations/ENCSR614TCG/	ENCSR614TCG	jesse-engreitz:abc_predictions_CD8-positive__alpha-beta_memory_T_cell_ENCSR705GCU_DNaseOnly,jesse-engreitz:encode_re2g_predictions_CD8-positive__alpha-beta_memory_T_cell_ENCSR705GCU_DNaseOnly	/experiments/ENCSR705GCU/
/annotations/ENCSR416HDS/	ENCSR416HDS	jesse-engreitz:abc_predictions_iPS_DF_19.7_ENCSR440QMR_DNaseOnly,jesse-engreitz:encode_re2g_predictions_iPS_DF_19.7_ENCSR440QMR_DNaseOnly	/experiments/ENCSR440QMR/
/annotations/ENCSR362ZWD/	ENCSR362ZWD	jesse-engreitz:abc_predictions_muscle_of_arm_ENCSR826ERZ_DNaseOnly,jesse-engreitz:encode_re2g_predictions_muscle_of_arm_ENCSR826ERZ_DNaseOnly	/experiments/ENCSR826ERZ/
/annotations/ENCSR852IBE/	ENCSR852IBE	jesse-engreitz:abc_predictions_head_of_caudate_nucleus_ENCSR839GHA_DNaseOnly,jesse-engreitz:encode_re2g_predictions_head_of_caudate_nucleus_ENCSR839GHA_DNaseOnly	/experiments/ENCSR839GHA/
/annotations/ENCSR114JRP/	ENCSR114JRP	jesse-engreitz:abc_predictions_naive_B_cell_ENCSR739VKY_DNaseOnly,jesse-engreitz:encode_re2g_predictions_naive_B_cell_ENCSR739VKY_DNaseOnly	/experiments/ENCSR739VKY/
/annotations/ENCSR864JGD/	ENCSR864JGD	jesse-engreitz:abc_predictions_LNCaP_clone_FGC_ENCSR000EKT_DNaseOnly,jesse-engreitz:encode_re2g_predictions_LNCaP_clone_FGC_ENCSR000EKT_DNaseOnly	/experiments/ENCSR000EKT/
/annotations/ENCSR196SOF/	ENCSR196SOF	jesse-engreitz:abc_predictions_posterior_cingulate_gyrus_ENCSR896LMT_DNaseOnly,jesse-engreitz:encode_re2g_predictions_posterior_cingulate_gyrus_ENCSR896LMT_DNaseOnly	/experiments/ENCSR896LMT/
